country,iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million,continent,population,new_cases,total_cases,new_deaths,total_deaths
Albania,ALB,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1901824.0,1013959.0,887865.0,103442.0,178646.0,66.2,35.29,30.9,62180.0,Europe,2872934.0,15169.0,185300.0,226.0,2924.0
Albania,ALB,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2101039.0,1072645.0,961013.0,43268.0,195174.0,73.13,37.34,33.45,67934.0,Europe,2872934.0,14645.0,199945.0,172.0,3096.0
Albania,ALB,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2316606.0,1141486.0,1031132.0,65224.0,225969.0,80.64,39.73,35.89,78652.0,Europe,2872934.0,10279.0,210224.0,121.0,3217.0
Albania,ALB,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2523683.0,1210040.0,1111520.0,20290.0,202067.0,87.84,42.12,38.69,70329.0,Europe,2872934.0,48319.0,258543.0,129.0,3346.0
Albania,ALB,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2702638.0,1269746.0,1196277.0,16491.0,178941.0,94.07,44.2,41.64,62285.0,Europe,2872934.0,13020.0,271563.0,123.0,3469.0
Albania,ALB,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2708574.0,1270745.0,1198759.0,0.0,2779.0,94.28,44.23,41.73,967.0,Europe,2872934.0,1966.0,273529.0,23.0,3492.0
Algeria,DZA,2021-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",30.0,30.0,0.0,30.0,1919.0,0.0,0.0,0.0,43.0,Africa,44616626.0,7729.0,107339.0,135.0,2891.0
Algeria,DZA,2021-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000.0,75000.0,0.0,0.0,212612.0,0.17,0.17,0.0,4764.0,Africa,44616626.0,5753.0,113092.0,92.0,2983.0
Algeria,DZA,2021-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,693439.0,0.0,0.0,0.0,15531.0,Africa,44616626.0,4100.0,117192.0,110.0,3093.0
Algeria,DZA,2021-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,671070.0,0.0,0.0,0.0,15030.0,Africa,44616626.0,4916.0,122108.0,160.0,3253.0
Algeria,DZA,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,693439.0,0.0,0.0,0.0,15531.0,Africa,44616626.0,6805.0,128913.0,219.0,3472.0
Algeria,DZA,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,671070.0,0.0,0.0,0.0,15030.0,Africa,44616626.0,10713.0,139626.0,244.0,3716.0
Algeria,DZA,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,693439.0,0.0,0.0,0.0,15531.0,Africa,44616626.0,31766.0,171392.0,538.0,4254.0
Algeria,DZA,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",4146091.0,3421279.0,724812.0,0.0,2569903.0,9.29,7.67,1.62,57594.0,Africa,44616626.0,24688.0,196080.0,1015.0,5269.0
Algeria,DZA,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",10049978.0,6017036.0,4032942.0,0.0,3923972.0,22.53,13.49,9.04,87950.0,Africa,44616626.0,7279.0,203359.0,543.0,5812.0
Algeria,DZA,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",11179354.0,6364327.0,4815027.0,0.0,1031025.0,25.06,14.26,10.79,23118.0,Africa,44616626.0,3093.0,206452.0,108.0,5920.0
Algeria,DZA,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12293060.0,6875003.0,5391232.0,170756.0,973754.0,27.55,15.41,12.08,21824.0,Africa,44616626.0,4079.0,210531.0,151.0,6071.0
Algeria,DZA,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12545356.0,7060737.0,5609040.0,0.0,573211.0,28.12,15.83,12.57,12847.0,Africa,44616626.0,7901.0,218432.0,205.0,6276.0
Algeria,DZA,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12974545.0,7247787.0,5796432.0,0.0,579285.0,29.08,16.24,12.99,12988.0,Africa,44616626.0,33685.0,252117.0,303.0,6579.0
Algeria,DZA,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",13631683.0,7456361.0,6076272.0,0.0,306304.0,30.55,16.71,13.62,6866.0,Africa,44616626.0,12819.0,264936.0,256.0,6835.0
Algeria,DZA,2022-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,44616626.0,715.0,265651.0,39.0,6874.0
Andorra,AND,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",576.0,576.0,0.0,0.0,396.0,0.74,0.74,0.0,5118.0,Europe,77354.0,1888.0,9937.0,17.0,101.0
Andorra,AND,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2526.0,2390.0,0.0,0.0,1710.0,3.27,3.09,0.0,22108.0,Europe,77354.0,929.0,10866.0,9.0,110.0
Andorra,AND,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9288.0,7098.0,1265.0,0.0,8579.0,12.01,9.18,1.64,110908.0,Europe,77354.0,1144.0,12010.0,5.0,115.0
Andorra,AND,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28503.0,23822.0,4681.0,4802.0,17392.0,36.85,30.8,6.05,224837.0,Europe,77354.0,1222.0,13232.0,10.0,125.0
Andorra,AND,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35916.0,27613.0,8303.0,0.0,6692.0,46.43,35.7,10.73,86512.0,Europe,77354.0,495.0,13727.0,2.0,127.0
Andorra,AND,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68329.0,41716.0,26613.0,0.0,32200.0,88.33,53.93,34.4,416266.0,Europe,77354.0,184.0,13911.0,0.0,127.0
Andorra,AND,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82349.0,48445.0,33904.0,0.0,17752.0,106.46,62.63,43.83,229488.0,Europe,77354.0,767.0,14678.0,1.0,128.0
Andorra,AND,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95918.0,52910.0,43008.0,0.0,10473.0,124.0,68.4,55.6,135388.0,Europe,77354.0,355.0,15033.0,2.0,130.0
Andorra,AND,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",102032.0,54312.0,47720.0,0.0,6488.0,131.9,70.21,61.69,83869.0,Europe,77354.0,189.0,15222.0,0.0,130.0
Andorra,AND,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",104534.0,54999.0,49535.0,0.0,2268.0,135.14,71.1,64.04,29315.0,Europe,77354.0,294.0,15516.0,0.0,130.0
Andorra,AND,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,21394.0,Europe,77354.0,1599.0,17115.0,1.0,131.0
Andorra,AND,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117246.0,57085.0,51392.0,0.0,13093.0,151.57,73.8,66.44,169260.0,Europe,77354.0,6625.0,23740.0,9.0,140.0
Andorra,AND,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",140193.0,57709.0,53104.0,0.0,21732.0,181.24,74.6,68.65,280937.0,Europe,77354.0,12218.0,35958.0,5.0,145.0
Andorra,AND,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",142420.0,57797.0,53250.0,0.0,1397.0,184.11,74.72,68.84,18060.0,Europe,77354.0,2041.0,37999.0,6.0,151.0
Angola,AGO,2021-03,Oxford/AstraZeneca,130750.0,130750.0,0.0,0.0,123619.0,0.39,0.39,0.0,3643.0,Africa,33933611.0,1504.0,22311.0,29.0,537.0
Angola,AGO,2021-04,Oxford/AstraZeneca,456349.0,456349.0,0.0,0.0,371211.0,1.34,1.34,0.0,10938.0,Africa,33933611.0,4341.0,26652.0,59.0,596.0
Angola,AGO,2021-05,Oxford/AstraZeneca,909215.0,679034.0,230181.0,0.0,385967.0,2.68,2.0,0.68,11373.0,Africa,33933611.0,7899.0,34551.0,170.0,766.0
Angola,AGO,2021-06,Oxford/AstraZeneca,1488292.0,943301.0,544991.0,0.0,591825.0,4.39,2.78,1.61,17439.0,Africa,33933611.0,4298.0,38849.0,134.0,900.0
Angola,AGO,2021-07,Oxford/AstraZeneca,1592537.0,958373.0,634164.0,0.0,175073.0,4.69,2.82,1.87,5158.0,Africa,33933611.0,3928.0,42777.0,111.0,1011.0
Angola,AGO,2021-08,Oxford/AstraZeneca,1841568.0,1110558.0,731010.0,0.0,301415.0,5.43,3.27,2.15,8883.0,Africa,33933611.0,4767.0,47544.0,206.0,1217.0
Angola,AGO,2021-09,Oxford/AstraZeneca,3134137.0,2127405.0,1006732.0,0.0,1280419.0,9.24,6.27,2.97,37733.0,Africa,33933611.0,9039.0,56583.0,320.0,1537.0
Angola,AGO,2021-10,Oxford/AstraZeneca,6164219.0,4498272.0,1665947.0,0.0,3069409.0,18.17,13.26,4.91,90455.0,Africa,33933611.0,7850.0,64433.0,173.0,1710.0
Angola,AGO,2021-11,Oxford/AstraZeneca,9026310.0,6266044.0,2760266.0,0.0,3037952.0,26.6,18.47,8.13,89528.0,Africa,33933611.0,735.0,65168.0,23.0,1733.0
Angola,AGO,2021-12,Oxford/AstraZeneca,11615144.0,7685417.0,3929727.0,0.0,2146793.0,34.23,22.65,11.58,63264.0,Africa,33933611.0,16425.0,81593.0,37.0,1770.0
Angola,AGO,2022-01,Oxford/AstraZeneca,14588435.0,9713546.0,4731866.0,0.0,3074376.0,42.99,28.63,13.94,90601.0,Africa,33933611.0,16523.0,98116.0,125.0,1895.0
Angola,AGO,2022-02,Oxford/AstraZeneca,16259606.0,10591264.0,5448403.0,0.0,1844281.0,47.92,31.21,16.06,54349.0,Africa,33933611.0,625.0,98741.0,5.0,1900.0
Angola,AGO,2022-03,Oxford/AstraZeneca,16633167.0,10780927.0,5609044.0,0.0,93390.0,49.02,31.77,16.53,2752.0,Africa,33933611.0,397.0,99138.0,0.0,1900.0
Anguilla,AIA,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech",3929.0,3929.0,0.0,1421.0,4265.0,25.98,25.98,0.0,281980.0,North America,15125.0,2.0,18.0,0.0,
Anguilla,AIA,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech",5348.0,5348.0,0.0,0.0,1708.0,35.36,35.36,0.0,112922.0,North America,15125.0,7.0,25.0,0.0,
Anguilla,AIA,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech",6898.0,6115.0,783.0,0.0,2627.0,45.61,40.43,5.18,173681.0,North America,15125.0,68.0,93.0,0.0,
Anguilla,AIA,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech",14443.0,9004.0,5439.0,0.0,6189.0,95.49,59.53,35.96,409187.0,North America,15125.0,16.0,109.0,0.0,
Anguilla,AIA,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech",15789.0,9264.0,6525.0,0.0,1619.0,104.39,61.25,43.14,107041.0,North America,15125.0,0.0,109.0,0.0,
Anguilla,AIA,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech",18193.0,9428.0,8765.0,0.0,2158.0,120.28,62.33,57.95,142676.0,North America,15125.0,4.0,113.0,0.0,
Anguilla,AIA,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech",18458.0,9493.0,8965.0,0.0,325.0,122.04,62.76,59.27,21487.0,North America,15125.0,104.0,217.0,0.0,
Anguilla,AIA,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech",18584.0,9498.0,9086.0,0.0,168.0,122.87,62.8,60.07,11106.0,North America,15125.0,192.0,409.0,1.0,1.0
Anguilla,AIA,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech",18705.0,9548.0,9156.0,0.0,69.0,123.67,63.13,60.54,4562.0,North America,15125.0,535.0,944.0,0.0,1.0
Anguilla,AIA,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech",19730.0,9911.0,9156.0,0.0,894.0,130.45,65.53,60.54,59109.0,North America,15125.0,442.0,1386.0,3.0,4.0
Anguilla,AIA,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",20284.0,10079.0,9223.0,0.0,1102.0,134.11,66.64,60.98,72853.0,North America,15125.0,288.0,1674.0,2.0,5.0
Anguilla,AIA,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",21449.0,10193.0,9336.0,0.0,764.0,141.81,67.39,61.73,50503.0,North America,15125.0,650.0,2324.0,3.0,8.0
Anguilla,AIA,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",22165.0,10370.0,9531.0,0.0,727.0,146.55,68.56,63.01,48063.0,North America,15125.0,231.0,2555.0,1.0,9.0
Anguilla,AIA,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",22377.0,10439.0,9549.0,0.0,72.0,147.95,69.02,63.13,4760.0,North America,15125.0,145.0,2700.0,0.0,9.0
Antigua and Barbuda,ATG,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",0.0,0.0,0.0,0.0,10740.0,0.0,0.0,0.0,108780.0,North America,98728.0,496.0,730.0,7.0,14.0
Antigua and Barbuda,ATG,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",26836.0,26836.0,0.0,0.0,18580.0,27.18,27.18,0.0,188189.0,North America,98728.0,406.0,1136.0,14.0,28.0
Antigua and Barbuda,ATG,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",29754.0,29754.0,0.0,225.0,3568.0,30.14,30.14,0.0,36140.0,North America,98728.0,96.0,1232.0,4.0,32.0
Antigua and Barbuda,ATG,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",50329.0,33463.0,16866.0,3930.0,16565.0,50.98,33.89,17.08,167778.0,North America,98728.0,29.0,1260.0,10.0,42.0
Antigua and Barbuda,ATG,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",63995.0,36432.0,27563.0,1686.0,16985.0,64.82,36.9,27.92,172037.0,North America,98728.0,3.0,1263.0,0.0,42.0
Antigua and Barbuda,ATG,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",68850.0,38146.0,30704.0,1834.0,4947.0,69.74,38.64,31.1,50109.0,North America,98728.0,40.0,1303.0,1.0,43.0
Antigua and Barbuda,ATG,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",75069.0,41061.0,34008.0,432.0,5234.0,76.04,41.59,34.45,53013.0,North America,98728.0,412.0,1715.0,1.0,44.0
Antigua and Barbuda,ATG,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",93318.0,51148.0,42170.0,0.0,18246.0,94.52,51.81,42.71,184814.0,North America,98728.0,1516.0,3231.0,35.0,79.0
Antigua and Barbuda,ATG,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",106387.0,56269.0,50118.0,0.0,13762.0,107.76,56.99,50.76,139392.0,North America,98728.0,827.0,4058.0,23.0,102.0
Antigua and Barbuda,ATG,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",117637.0,61418.0,56219.0,0.0,11860.0,119.15,62.21,56.94,120126.0,North America,98728.0,83.0,4141.0,15.0,117.0
Antigua and Barbuda,ATG,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",121146.0,62283.0,58863.0,0.0,3235.0,122.71,63.09,59.62,32767.0,North America,98728.0,142.0,4283.0,2.0,119.0
Antigua and Barbuda,ATG,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",123555.0,63197.0,60358.0,0.0,2549.0,125.15,64.01,61.14,25816.0,North America,98728.0,2344.0,6627.0,8.0,127.0
Antigua and Barbuda,ATG,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",124726.0,63582.0,61144.0,0.0,1076.0,126.33,64.4,61.93,10898.0,North America,98728.0,810.0,7437.0,8.0,135.0
Antigua and Barbuda,ATG,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",125031.0,63704.0,61327.0,305.0,65.0,126.64,64.52,62.12,658.0,North America,98728.0,54.0,7491.0,0.0,135.0
Argentina,ARG,2020-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",32013.0,0.0,0.0,0.0,31312.0,0.07,0.0,0.0,686.0,South America,45605823.0,200981.0,1625514.0,4515.0,43245.0
Argentina,ARG,2021-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",366384.0,281023.0,85361.0,118451.0,337978.0,0.8,0.62,0.19,7410.0,South America,45605823.0,301725.0,1927239.0,4729.0,47974.0
Argentina,ARG,2021-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1025003.0,731571.0,293432.0,601076.0,523874.0,2.25,1.6,0.64,11487.0,South America,45605823.0,180126.0,2107365.0,3991.0,51965.0
Argentina,ARG,2021-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3891932.0,3214538.0,677394.0,2698447.0,2760800.0,8.53,7.05,1.49,60537.0,South America,45605823.0,241456.0,2348821.0,3893.0,55858.0
Argentina,ARG,2021-04,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7865213.0,6926650.0,938563.0,3973281.0,3796176.0,17.25,15.19,2.06,83241.0,South America,45605823.0,628542.0,2977363.0,8007.0,63865.0
Argentina,ARG,2021-05,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",12257297.0,9476406.0,2780891.0,4392084.0,4306511.0,26.88,20.78,6.1,94428.0,South America,45605823.0,804421.0,3781784.0,14228.0,78093.0
Argentina,ARG,2021-06,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",20543325.0,16504606.0,4038719.0,8286028.0,8007917.0,45.05,36.19,8.86,175593.0,South America,45605823.0,688590.0,4470374.0,16211.0,94304.0
Argentina,ARG,2021-07,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",31877998.0,24966105.0,6911893.0,11334673.0,10974459.0,69.9,54.74,15.16,240636.0,South America,45605823.0,459390.0,4929764.0,11417.0,105721.0
Argentina,ARG,2021-08,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",42260571.0,27873340.0,14387231.0,9867857.0,10488864.0,92.66,61.12,31.55,229990.0,South America,45605823.0,255856.0,5185620.0,6091.0,111812.0
Argentina,ARG,2021-09,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",51711461.0,29676037.0,22088966.0,9450890.0,9785210.0,113.39,65.07,48.43,214559.0,South America,45605823.0,71282.0,5256902.0,3367.0,115179.0
Argentina,ARG,2021-10,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",60055004.0,34209029.0,25954716.0,7494411.0,8216680.0,131.68,75.01,56.91,180167.0,South America,45605823.0,31905.0,5288807.0,771.0,115950.0
Argentina,ARG,2021-11,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",68501283.0,36666900.0,29710785.0,5641519.0,8419808.0,150.2,80.4,65.15,184622.0,South America,45605823.0,41941.0,5330748.0,639.0,116589.0
Argentina,ARG,2021-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",76606972.0,38198270.0,32656474.0,6021646.0,7968392.0,167.98,83.76,71.61,174726.0,South America,45605823.0,323660.0,5654408.0,580.0,117169.0
Argentina,ARG,2022-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",87576885.0,39663948.0,34788229.0,6585562.0,11002649.0,192.03,86.97,76.28,241259.0,South America,45605823.0,2724248.0,8378656.0,4104.0,121273.0
Argentina,ARG,2022-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",93548907.0,40345388.0,36079836.0,5799487.0,6559447.0,205.12,88.47,79.11,143831.0,South America,45605823.0,522000.0,8900656.0,4879.0,126152.0
