country,population_estimation_2020,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Timor,,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",363269,276510,86759,0,151644,27.03,20.58,6.46,112841
Timor,,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",588299,389989,198310,0,206150,43.78,29.02,14.76,153400
Timor,,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",711879,441510,270369,7881,132789,52.97,32.85,20.12,98811
Timor,,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",896975,543053,353922,0,199667,66.75,40.41,26.34,148576
Timor,,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1112223,646851,465372,0,186026,82.76,48.13,34.63,138424
Timor,,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1195990,662963,533027,0,109755,89,49.33,39.66,81669
Timor,,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1237678,670729,561648,0,36735,92.1,49.91,41.79,27336
Timor,,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1259011,677178,571418,0,21819,93.69,50.39,42.52,16235
Timor,,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1265017,679946,573462,0,858,94.13,50.6,42.67,638
Turks and Caicos Islands,,2021-01,Pfizer/BioNTech,0,0,0,0,6552,0,0,0,167034
Turks and Caicos Islands,,2021-02,Pfizer/BioNTech,0,6433,0,0,8736,0,16.4,0,222712
Turks and Caicos Islands,,2021-03,Pfizer/BioNTech,24300,14300,10000,0,9562,61.95,36.46,25.49,243770
Turks and Caicos Islands,,2021-04,Pfizer/BioNTech,25039,15039,10000,0,3770,63.83,38.34,25.49,96105
Turks and Caicos Islands,,2021-05,Pfizer/BioNTech,36170,20760,15410,0,8204,92.21,52.92,39.29,209138
Turks and Caicos Islands,,2021-06,Pfizer/BioNTech,38110,22700,15410,0,6894,97.15,57.87,39.29,175744
Turks and Caicos Islands,,2021-07,Pfizer/BioNTech,47263,24567,22696,0,4944,120.49,62.63,57.86,126040
Turks and Caicos Islands,,2021-08,Pfizer/BioNTech,49107,25621,23486,0,2668,125.19,65.32,59.87,68005
Turks and Caicos Islands,,2021-09,Pfizer/BioNTech,52374,27446,24928,0,2973,133.52,69.97,63.55,75790
Turks and Caicos Islands,,2021-10,Pfizer/BioNTech,54417,28305,26112,0,2447,138.73,72.16,66.57,62383
Turks and Caicos Islands,,2021-11,Pfizer/BioNTech,56343,29210,27133,0,3236,143.64,74.47,69.17,82492
Turks and Caicos Islands,,2021-12,Pfizer/BioNTech,0,0,0,0,3782,0,0,0,96410
Turks and Caicos Islands,,2022-01,Pfizer/BioNTech,0,0,0,0,3782,0,0,0,96410
Turks and Caicos Islands,,2022-02,Pfizer/BioNTech,68176,31165,29160,0,1476,173.8,79.45,74.34,37630
Wales,,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",417147,416306,841,331029,294168,13.16,13.13,0.03,92799
Wales,,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1029488,925669,103819,612341,621489,32.48,29.2,3.28,196053
Wales,,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1893423,1443885,449538,863935,836844,59.73,45.55,14.18,263986
Wales,,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2611925,1846896,765029,718502,707714,82.4,58.26,24.13,223254
Wales,,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3265670,2147274,1118396,653745,698539,103.02,67.74,35.28,220361
Wales,,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3937360,2259622,1677738,671690,663688,124.21,71.28,52.93,209364
Wales,,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4358325,2295923,2062402,420965,441043,137.49,72.43,65.06,139129
Wales,,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4536358,2354057,2182301,178033,202489,143.1,74.26,68.84,63876
Wales,,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4600253,2376708,2223545,50554,66938,145.12,74.98,70.14,21117
Wales,,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5144244,2445438,2244276,543991,505956,162.28,77.14,70.8,159609
Wales,,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5634787,2469217,2265776,490543,480061,177.75,77.89,71.48,151438
Wales,,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6483034,2490591,2303258,848247,821105,204.51,78.57,72.66,259026
Wales,,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6768192,2510933,2368368,285158,350575,213.51,79.21,74.71,110593
Wales,,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6870780,2520766,2386176,102588,109816,216.74,79.52,75.27,34642
Wales,,2022-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6885224,2521885,2389355,14444,14568,217.2,79.55,75.37,4596
Wallis and Futuna,,2021-03,Moderna,3190,3190,0,0,2150,28.75,28.75,0,193800
Wallis and Futuna,,2021-04,Moderna,5638,4150,1488,0,2833,50.82,37.41,13.41,255363
Wallis and Futuna,,2021-05,Moderna,8283,4352,3931,0,2865,74.66,39.23,35.43,258247
Wallis and Futuna,,2021-06,Moderna,8933,4565,4368,0,588,80.52,41.15,39.37,53002
Wallis and Futuna,,2021-07,Moderna,9158,4629,4529,0,380,82.55,41.73,40.82,34253
Wallis and Futuna,,2021-08,Moderna,9801,4952,4849,0,464,88.35,44.64,43.71,41824
