country,Population (2020),iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million,country_code,new_cases,cumulative_cases,new_deaths,cumulative_deaths
New Zealand,4829021,NZL,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",8186289,3972998,3856084,602717,647642,159.69,77.5,75.22,126337,NZ,2542,13746,7,51
New Zealand,4829021,NZL,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",9462319,4172898,3926170,1276030,1206644,184.58,81.4,76.59,235386,NZ,2294,16040,1,52
New Zealand,4829021,NZL,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",10630171,4261487,3963636,1167852,1205963,207.37,83.13,77.32,235248,NZ,82709,98749,4,56
New Zealand,4829021,NZL,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",10746387,4271879,3970210,21981,149659,209.63,83.33,77.45,29195,NZ,352824,451573,100,156
Nicaragua,6638075,NIC,2021-03,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",0,0,0,0,42030,0,0,0,6270,NI,184,5326,5,178
Nicaragua,6638075,NIC,2021-04,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",135130,135130,0,0,104529,2.02,2.02,0,15596,NI,172,5498,4,182
Nicaragua,6638075,NIC,2021-05,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",167500,167500,0,0,56185,2.5,2.5,0,8378,NI,335,5833,4,186
Nicaragua,6638075,NIC,2021-06,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",0,0,0,0,132930,0,0,0,19830,NI,771,6604,5,191
Nicaragua,6638075,NIC,2021-07,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",415640,252766,162874,0,145870,6.2,3.77,2.43,21763,NI,988,7592,4,195
Nicaragua,6638075,NIC,2021-08,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",645733,443053,202680,0,171324,9.63,6.61,3.02,25565,NI,1275,8867,4,199
Nicaragua,6638075,NIC,2021-09,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",788502,502324,286178,0,165690,11.76,7.49,4.27,24721,NI,2406,11273,5,204
Nicaragua,6638075,NIC,2021-10,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",1306694,944476,362357,0,650156,19.5,14.09,5.41,97006,NI,1593,12866,4,208
Nicaragua,6638075,NIC,2021-11,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",6033123,3842428,2190695,0,4797339,90.01,57.33,32.69,715766,NI,464,13330,4,212
Nicaragua,6638075,NIC,2021-12,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",7785141,4879356,2905785,0,1483974,116.15,72.8,43.35,221410,NI,233,13563,5,217
Nicaragua,6638075,NIC,2022-01,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",8659628,5200392,3459236,0,976511,129.2,77.59,51.61,145696,NI,118,13681,3,220
Nicaragua,6638075,NIC,2022-02,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",9367505,5423137,3944368,0,659048,139.76,80.91,58.85,98332,NI,277,13958,4,224
Nicaragua,6638075,NIC,2022-03,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",9477305,5459763,4017542,0,33200,141.4,81.46,59.94,4953,NI,212,14170,4,228
Niger,24346468,NER,2021-03,"Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,204,0,0,0,9,NE,263,5003,14,186
Niger,24346468,NER,2021-04,"Oxford/AstraZeneca, Sinopharm/Beijing",1366,1366,0,0,30460,0.01,0.01,0,1218,NE,221,5224,5,191
Niger,24346468,NER,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing",159525,152582,6943,0,131928,0.63,0.61,0.03,5252,NE,186,5410,1,192
Niger,24346468,NER,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing",255587,224803,30784,0,104281,1.02,0.89,0.12,4151,NE,78,5488,1,193
Niger,24346468,NER,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,114483,0,0,0,4557,NE,128,5616,2,195
Niger,24346468,NER,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing",490549,404104,86445,0,113007,1.95,1.61,0.34,4498,NE,217,5833,3,198
Niger,24346468,NER,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing",533899,405978,127921,0,34572,2.12,1.62,0.51,1379,NE,175,6008,3,201
Niger,24346468,NER,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing",896106,498894,397212,0,369360,3.57,1.99,1.58,14697,NE,331,6339,11,212
Niger,24346468,NER,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing",971636,507223,464413,0,80705,3.87,2.02,1.85,3209,NE,650,6989,46,258
Niger,24346468,NER,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing",0,0,0,0,555547,0,0,0,22096,NE,376,7365,16,274
Niger,24346468,NER,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing",1798575,1442884,1025950,0,261334,7.16,5.74,4.08,10400,NE,1284,8649,24,298
Niger,24346468,NER,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing",1840055,1474560,1049867,0,33815,7.32,5.87,4.18,1340,NE,102,8751,9,307
Nigeria,206984347,NGA,2021-03,Oxford/AstraZeneca,718412,718412,0,0,523708,0.34,0.34,0,2473,NG,7345,162762,151,2056
Nigeria,206984347,NGA,2021-04,Oxford/AstraZeneca,1191563,1191563,0,233100,664445,0.56,0.56,0,3145,NG,2293,165055,7,2063
Nigeria,206984347,NGA,2021-05,Oxford/AstraZeneca,2030063,1956598,73465,797454,797862,0.96,0.93,0.03,3774,NG,1260,166315,8,2071
Nigeria,206984347,NGA,2021-06,Oxford/AstraZeneca,3397472,2241662,1155810,80078,1335743,1.61,1.06,0.55,6315,NG,1228,167543,49,2120
Nigeria,206984347,NGA,2021-07,Oxford/AstraZeneca,3938945,2534205,1404740,0,635397,1.86,1.2,0.66,3009,NG,5868,173411,29,2149
Nigeria,206984347,NGA,2021-08,Oxford/AstraZeneca,4432282,2994933,1437349,0,289166,2.1,1.42,0.68,1376,NG,18394,191805,306,2455
Nigeria,206984347,NGA,2021-09,Oxford/AstraZeneca,6734764,4790943,1943821,175033,2372545,3.19,2.27,0.92,11221,NG,13679,205484,247,2702
Nigeria,206984347,NGA,2021-10,Oxford/AstraZeneca,8772539,5693300,3079239,0,1988513,4.15,2.69,1.46,9404,NG,6403,211887,193,2895
Nigeria,206984347,NGA,2021-11,Oxford/AstraZeneca,9846182,6329967,3516215,294758,1295341,4.66,2.99,1.66,6125,NG,2226,214113,81,2976
Nigeria,206984347,NGA,2021-12,Oxford/AstraZeneca,14838199,10310476,4482899,1393858,4317964,7.02,4.88,2.12,20426,NG,27400,241513,54,3030
Nigeria,206984347,NGA,2022-01,Oxford/AstraZeneca,20617588,14834559,5446849,186047,6232820,9.75,7.02,2.58,29483,NG,11510,253023,105,3135
Nigeria,206984347,NGA,2022-02,Oxford/AstraZeneca,26516526,17735985,8091251,0,5681244,12.54,8.39,3.83,26884,NG,1502,254525,7,3142
Nigeria,206984347,NGA,2022-03,Oxford/AstraZeneca,27583270,18404584,8464214,0,993525,13.05,8.71,4,4701,NG,567,255092,0,3142
Niue,1628,NIU,2021-06,Pfizer/BioNTech,698,698,0,0,781,43.25,43.25,0,483888,NU,0,0,0,0
Niue,1628,NIU,2021-07,Pfizer/BioNTech,1216,1184,32,0,1619,75.34,73.36,1.98,1003092,NU,0,0,0,0
Niue,1628,NIU,2021-08,Pfizer/BioNTech,2352,1202,1150,0,263,145.72,74.47,71.25,162945,NU,0,0,0,0
Niue,1628,NIU,2021-09,Pfizer/BioNTech,0,0,0,0,60,0,0,0,37170,NU,0,0,0,0
Niue,1628,NIU,2021-10,Pfizer/BioNTech,0,0,0,0,62,0,0,0,38409,NU,0,0,0,0
Niue,1628,NIU,2021-11,Pfizer/BioNTech,2628,1340,1288,0,48,162.83,83.02,79.8,29736,NU,0,0,0,0
North Macedonia,2083359,MKD,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,2268,0,0,0,1092,MK,9964,102482,278,3126
North Macedonia,2083359,MKD,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",7735,7735,0,0,5537,0.37,0.37,0,2665,MK,26029,128511,623,3749
North Macedonia,2083359,MKD,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",61603,61603,0,25166,48451,2.96,2.96,0,23265,MK,23239,151750,1023,4772
North Macedonia,2083359,MKD,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",315781,234508,81273,176429,234626,15.16,11.26,3.9,112656,MK,3519,155269,636,5408
North Macedonia,2083359,MKD,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",542699,321815,220884,179374,227574,26.06,15.45,10.61,109270,MK,413,155682,76,5484
North Macedonia,2083359,MKD,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",904583,514021,390562,256854,351255,43.43,24.68,18.75,168658,MK,617,156299,9,5493
North Macedonia,2083359,MKD,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1253612,722579,531033,203369,358926,60.19,34.69,25.5,172340,MK,19325,175624,408,5901
North Macedonia,2083359,MKD,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1513785,786979,726625,75928,274191,72.69,37.79,34.89,131651,MK,15290,190914,795,6696
North Macedonia,2083359,MKD,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1605913,804151,774464,29562,96831,77.11,38.61,37.19,46494,MK,11289,202203,438,7134
North Macedonia,2083359,MKD,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1694373,828770,794666,3869,96642,81.36,39.79,38.16,46406,MK,12919,215122,450,7584
North Macedonia,2083359,MKD,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1755026,842871,816777,0,62463,84.27,40.47,39.22,29989,MK,9385,224507,382,7966
North Macedonia,2083359,MKD,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1804728,849249,828358,0,44247,86.65,40.78,39.77,21242,MK,43672,268179,449,8415
North Macedonia,2083359,MKD,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",1823012,851356,832608,0,18439,87.53,40.88,39.98,8854,MK,28900,297079,617,9032
Northern Ireland,1896000,OWID_NIR,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",246421,221809,24612,154467,150315,13,11.7,1.3,79282,,,,,
Northern Ireland,1896000,OWID_NIR,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",558597,525400,33197,297020,317074,29.46,27.71,1.75,167232,,,,,
Northern Ireland,1896000,OWID_NIR,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",901766,756013,145753,343169,328989,47.56,39.87,7.69,173516,,,,,
Northern Ireland,1896000,OWID_NIR,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1354660,932426,422234,383726,438662,71.45,49.18,22.27,231358,,,,,
Northern Ireland,1896000,OWID_NIR,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1720107,1053150,666957,365447,392255,90.72,55.55,35.18,206887,,,,,
Northern Ireland,1896000,OWID_NIR,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2038058,1166842,871216,317951,319140,107.49,61.54,45.95,168319,,,,,
Northern Ireland,1896000,OWID_NIR,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2262641,1218732,1043909,183855,224485,119.34,64.28,55.06,118401,,,,,
Northern Ireland,1896000,OWID_NIR,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2449587,1286025,1163562,186946,203779,129.2,67.83,61.37,107479,,,,,
Northern Ireland,1896000,OWID_NIR,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2526802,1313395,1208665,77215,77941,133.27,69.27,63.75,41107,,,,,
Northern Ireland,1896000,OWID_NIR,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2663473,1329419,1244076,136671,129525,140.48,70.12,65.62,68316,,,,,
Northern Ireland,1896000,OWID_NIR,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3048854,1370570,1272784,385381,355366,160.8,72.29,67.13,187430,,,,,
Northern Ireland,1896000,OWID_NIR,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3520286,1399070,1296530,471432,492750,185.67,73.79,68.38,259890,,,,,
Northern Ireland,1896000,OWID_NIR,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3670010,1415247,1313053,149724,167897,193.57,74.64,69.25,88555,,,,,
Northern Ireland,1896000,OWID_NIR,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3723619,1419504,1323494,45723,55741,196.39,74.87,69.8,29398,,,,,
Northern Ireland,1896000,OWID_NIR,2022-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3731329,1420690,1325060,7710,8191,196.8,74.93,69.89,4320,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",11000,0,0,0,22423,2.88,0,0,58668,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",0,0,0,0,39284,0,0,0,102788,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",97969,53886,44083,0,40334,25.63,14.1,11.53,105535,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",109490,60642,48848,0,13757,28.65,15.87,12.78,35996,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",129743,75463,54280,1988,19498,33.94,19.74,14.2,51009,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",194782,108923,85859,0,62591,50.96,28.5,22.46,163756,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",0,0,0,0,68292,0,0,0,178656,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",302854,160361,142493,0,98010,79.23,41.95,37.28,256414,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",491206,227155,223142,0,131156,128.51,59.43,58.38,343139,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",551457,276296,261431,0,58384,144.27,72.29,68.4,152742,,,,,
Northern Cyprus,1221187,OWID_CYN,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",617389,284357,275988,0,48661,161.52,74.39,72.2,127308,,,,,
Norway,5428594,NOR,2020-12,"Moderna, Pfizer/BioNTech",2412,2412,0,2412,1105,0.04,0.04,0,199,NO,13148,49144,105,433
Norway,5428594,NOR,2021-01,"Moderna, Pfizer/BioNTech",133237,111654,21583,130825,114281,2.44,2.04,0.39,20913,NO,13891,63035,130,563
Norway,5428594,NOR,2021-02,"Moderna, Pfizer/BioNTech",515097,342131,172966,381860,359922,9.42,6.26,3.16,65853,NO,8308,71343,59,622
Norway,5428594,NOR,2021-03,"Moderna, Pfizer/BioNTech",1008195,708656,299533,493098,461071,18.45,12.97,5.48,84357,NO,23988,95331,38,660
Norway,5428594,NOR,2021-04,"Moderna, Pfizer/BioNTech",1798831,1408761,390042,790636,718489,32.91,25.77,7.14,131456,NO,17430,112761,93,753
Norway,5428594,NOR,2021-05,"Moderna, Pfizer/BioNTech",2715724,1672036,1043551,916893,995689,49.69,30.59,19.09,182174,NO,12417,125178,30,783
Norway,5428594,NOR,2021-06,"Moderna, Pfizer/BioNTech",4254291,2678365,1575647,1538567,1437678,77.84,49,28.83,263040,NO,6020,131198,9,792
Norway,5428594,NOR,2021-07,"Moderna, Pfizer/BioNTech",5455120,3618916,1835405,1200829,1237656,99.81,66.21,33.58,226444,NO,6375,137573,21,813
Norway,5428594,NOR,2021-08,"Moderna, Pfizer/BioNTech",6997457,3884583,3111393,1542337,1543118,128.03,71.07,56.93,282333,NO,20813,158386,29,842
Norway,5428594,NOR,2021-09,"Moderna, Pfizer/BioNTech",7874740,4182113,3672511,877283,950314,144.08,76.52,67.19,173869,NO,30368,188754,55,897
Norway,5428594,NOR,2021-10,"Moderna, Pfizer/BioNTech",8068926,4216286,3755525,194186,236398,147.63,77.14,68.71,43254,NO,18086,206840,50,947
Norway,5428594,NOR,2021-11,"Moderna, Pfizer/BioNTech",8701295,4249081,3843026,632369,571319,159.2,77.74,70.31,104528,NO,56136,262976,197,1144
Norway,5428594,NOR,2021-12,"Moderna, Pfizer/BioNTech",9778122,4289067,3926062,1076827,1093906,178.9,78.47,71.83,200141,NO,127684,390660,236,1380
Norway,5428594,NOR,2022-01,"Moderna, Pfizer/BioNTech",11014424,4317253,3994598,1236302,1243734,201.52,78.99,73.09,227557,NO,376161,766821,176,1556
Norway,5428594,NOR,2022-02,"Moderna, Pfizer/BioNTech",11231570,4329017,4020361,217146,261746,205.49,79.2,73.56,47890,NO,474272,1241093,304,1860
Norway,5428594,NOR,2022-03,"Moderna, Pfizer/BioNTech",11241444,4329583,4022021,9874,11710,205.68,79.21,73.59,2142,NO,127073,1368166,309,2169
Oman,5128058,OMN,2020-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6516,6516,0,4799,4909,0.12,0.12,0,939,OM,5235,128719,79,1497
Oman,5128058,OMN,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",37045,24773,12272,28118,34749,0.71,0.47,0.23,6653,OM,5009,133728,30,1527
Oman,5128058,OMN,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",67660,48641,19019,28514,34721,1.3,0.93,0.36,6653,OM,6860,140588,35,1562
Oman,5128058,OMN,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",151512,132493,19019,3650,67777,2.9,2.54,0.36,12972,OM,17468,158056,107,1669
Oman,5128058,OMN,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",244821,198563,46258,0,117510,4.69,3.8,0.89,22494,OM,35197,193253,341,2010
Oman,5128058,OMN,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",296894,216549,80345,0,165931,5.68,4.15,1.54,31761,OM,22930,216183,324,2334
Oman,5128058,OMN,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",859000,666000,193000,0,659843,16.45,12.75,3.69,126327,OM,50353,266536,722,3056
Oman,5128058,OMN,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1887421,1550910,336511,0,958671,36.13,29.69,6.44,183533,OM,29713,296249,768,3824
Oman,5128058,OMN,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",3752420,2504214,1048206,0,1603860,71.84,47.94,20.07,307055,OM,5990,302239,239,4063
Oman,5128058,OMN,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",4946987,2896271,2050716,0,1256547,94.71,55.45,39.26,240564,OM,1499,303738,33,4096
Oman,5128058,OMN,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",5679984,3065137,2614847,0,820268,108.74,58.68,50.06,157040,OM,543,304281,15,4111
Oman,5128058,OMN,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",5934585,3089635,2733021,0,212636,113.62,59.15,52.32,40715,OM,269,304550,2,4113
Oman,5128058,OMN,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6118018,3121894,2902254,0,207059,117.13,59.77,55.56,39639,OM,939,305489,3,4116
Oman,5128058,OMN,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6600551,3181438,2967168,0,410700,126.37,60.91,56.81,78619,OM,30971,336460,27,4143
Oman,5128058,OMN,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",6878593,3220696,3004483,0,302268,131.69,61.66,57.52,57870,OM,44921,381381,99,4242
Pakistan,221612785,PAK,2021-02,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",72882,72882,0,0,135884,0.03,0.03,0,603,PK,35583,578797,1214,12837
Pakistan,221612785,PAK,2021-03,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",800000,800000,0,0,594925,0.36,0.36,0,2652,PK,84403,663200,1519,14356
Pakistan,221612785,PAK,2021-04,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",2100000,2100000,0,0,1365208,0.93,0.93,0,6064,PK,152511,815711,3324,17680
Pakistan,221612785,PAK,2021-05,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",6130509,4693390,1513144,562254,4279229,2.72,2.08,0.67,19004,PK,103225,918936,3056,20736
Pakistan,221612785,PAK,2021-06,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",13484364,9308890,3107671,2481534,8555401,5.99,4.13,1.38,37992,PK,37456,956392,1518,22254
Pakistan,221612785,PAK,2021-07,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",29648055,23335634,5188701,7087727,12012616,13.17,10.36,2.3,53343,PK,68469,1024861,1041,23295
Pakistan,221612785,PAK,2021-08,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",56768446,43791885,17455249,10088906,25895985,25.21,19.45,7.75,114992,PK,131420,1156281,2375,25670
Pakistan,221612785,PAK,2021-09,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",82830350,59565195,29054821,11889664,27038270,36.78,26.45,12.9,120064,PK,87104,1243385,2020,27690
Pakistan,221612785,PAK,2021-10,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",103514198,70139040,40016932,2791783,23574591,45.97,31.15,17.77,104684,PK,28960,1272345,749,28439
Pakistan,221612785,PAK,2021-11,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",123032063,80284860,50184100,11184561,19089939,54.63,35.65,22.28,84769,PK,12020,1284365,279,28718
Pakistan,221612785,PAK,2021-12,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",156623021,96980678,70576467,14290992,30975325,69.55,43.06,31.34,137547,PK,10496,1294861,203,28921
Pakistan,221612785,PAK,2022-01,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",174085175,104228089,80748105,8592348,21370476,77.3,46.28,35.86,94896,PK,123130,1417991,327,29248
Pakistan,221612785,PAK,2022-02,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",214661126,126722806,98809724,15764829,37545248,95.32,56.27,43.88,166721,PK,90513,1508504,925,30173
Pakistan,221612785,PAK,2022-03,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",217444622,127697360,100463513,878873,3962202,96.56,56.7,44.61,17595,PK,12130,1520634,146,30319
Palestine,5121112,PSE,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",87066,78379,8687,5124,5124,1.67,1.5,0.17,981,,,,,
Palestine,5121112,PSE,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",213493,169960,43533,109294,207017,4.09,3.25,0.83,39639,,,,,
Palestine,5121112,PSE,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",540908,318134,222774,27180,234578,10.36,6.09,4.27,44914,,,,,
Palestine,5121112,PSE,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",868197,504027,231138,205991,319869,16.62,9.65,4.43,61243,,,,,
Palestine,5121112,PSE,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",1007483,591569,0,119758,160930,19.29,11.33,0,30813,,,,,
Palestine,5121112,PSE,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",1392299,935756,0,384816,286853,26.66,17.92,0,54926,,,,,
Palestine,5121112,PSE,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",2155304,1402892,0,705019,799899,41.27,26.86,0,153158,,,,,
