country,Population (2020),iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million,country_code,new_cases,cumulative_cases,new_deaths,cumulative_deaths
Afghanistan,39074280,AFG,2021-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8200,8200,0,0,8202,0.02,0.02,0,204,AF,691,55714,43,2443
Afghanistan,39074280,AFG,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",54000,54000,0,0,85894,0.14,0.14,0,2154,AF,740,56454,41,2484
Afghanistan,39074280,AFG,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",240000,240000,0,0,219606,0.6,0.6,0,5511,AF,3291,59745,141,2625
Afghanistan,39074280,AFG,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",600152,480226,119926,2859,285838,1.51,1.21,0.3,7171,AF,12093,71838,319,2944
Afghanistan,39074280,AFG,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",886854,699200,187654,4015,242899,2.23,1.76,0.47,6097,AF,46821,118659,1927,4871
Afghanistan,39074280,AFG,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1171064,742934,219159,0,337196,2.94,1.87,0.55,8466,AF,28495,147154,1837,6708
Afghanistan,39074280,AFG,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1979652,773002,430744,0,591825,4.97,1.94,1.08,14854,AF,6066,153220,410,7118
Afghanistan,39074280,AFG,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2369625,828601,0,0,563255,5.95,2.08,0,14132,AF,1832,155052,86,7204
Afghanistan,39074280,AFG,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0,0,0,0,1064777,0,0,0,26738,AF,1036,156088,68,7272
Afghanistan,39074280,AFG,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4018197,3530173,3188609,0,821215,10.09,8.86,8,20618,AF,1172,157260,36,7308
Afghanistan,39074280,AFG,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4674518,4142857,3753224,0,476498,11.73,10.4,9.42,11958,AF,799,158059,48,7356
Afghanistan,39074280,AFG,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5125146,4554648,3892831,6868,399710,12.87,11.43,9.77,10038,AF,4081,162140,53,7409
Afghanistan,39074280,AFG,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5535254,4907058,4231984,0,406044,13.9,12.32,10.62,10195,AF,11255,173395,184,7593
Afghanistan,39074280,AFG,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5597130,4952744,4281934,0,71731,14.05,12.43,10.75,1800,AF,3523,176918,58,7651
Albania,2877239,ALB,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",549,549,0,421,741,0.02,0.02,0,257,AL,19524,77251,195,1369
Albania,2877239,ALB,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",10135,6073,655,2476,9504,0.35,0.21,0.02,3305,AL,28964,106215,406,1775
Albania,2877239,ALB,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",138846,0,0,49296,78590,4.83,0,0,27354,AL,18508,124723,452,2227
Albania,2877239,ALB,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",476903,0,0,295509,339023,16.6,0,0,118004,AL,6254,130977,162,2389
Albania,2877239,ALB,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",776461,486128,290333,204550,333048,27.03,16.92,10.11,115927,AL,1332,132309,61,2450
Albania,2877239,ALB,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",968034,564530,403504,134454,180622,33.69,19.65,14.05,62871,AL,205,132514,6,2456
Albania,2877239,ALB,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1198933,670215,528718,140805,228113,41.73,23.33,18.4,79398,AL,522,133036,1,2457
Albania,2877239,ALB,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1472316,830396,641920,140424,267844,51.25,28.9,22.34,93230,AL,12297,145333,38,2495
Albania,2877239,ALB,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1741373,946495,794878,198500,279183,60.61,32.95,27.67,97175,AL,24129,169462,190,2685
Albania,2877239,ALB,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1901824,1013959,887865,103442,178646,66.2,35.29,30.9,62180,AL,15425,184887,231,2916
Albania,2877239,ALB,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2101039,1072645,961013,43268,195174,73.13,37.34,33.45,67934,AL,14863,199750,176,3092
Albania,2877239,ALB,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2316606,1141486,1031132,65224,225969,80.64,39.73,35.89,78652,AL,9766,209516,123,3215
Albania,2877239,ALB,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2523683,1210040,1111520,20290,202067,87.84,42.12,38.69,70329,AL,48505,258021,127,3342
Albania,2877239,ALB,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2702638,1269746,1196277,16491,178941,94.07,44.2,41.64,62285,AL,13506,271527,122,3464
Albania,2877239,ALB,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2708574,1270745,1198759,0,2779,94.28,44.23,41.73,967,AL,1358,272885,23,3487
Algeria,43984569,DZA,2021-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",30,30,0,30,1919,0,0,0,43,DZ,7811,107122,137,2888
Algeria,43984569,DZA,2021-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,212612,0.17,0.17,0,4764,DZ,5838,112960,91,2979
Algeria,43984569,DZA,2021-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,693439,0,0,0,15531,DZ,4101,117061,110,3089
Algeria,43984569,DZA,2021-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,671070,0,0,0,15030,DZ,4805,121866,155,3244
Algeria,43984569,DZA,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,693439,0,0,0,15531,DZ,6859,128725,221,3465
Algeria,43984569,DZA,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,671070,0,0,0,15030,DZ,10504,139229,243,3708
Algeria,43984569,DZA,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,693439,0,0,0,15531,DZ,30960,170189,511,4219
Algeria,43984569,DZA,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",4146091,3421279,724812,0,2569903,9.29,7.67,1.62,57594,DZ,25385,195574,1021,5240
Algeria,43984569,DZA,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",10049978,6017036,4032942,0,3923972,22.53,13.49,9.04,87950,DZ,7624,203198,565,5805
Algeria,43984569,DZA,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",11179354,6364327,4815027,0,1031025,25.06,14.26,10.79,23118,DZ,3160,206358,113,5918
Algeria,43984569,DZA,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12293060,6875003,5391232,170756,973754,27.55,15.41,12.08,21824,DZ,3986,210344,146,6064
Algeria,43984569,DZA,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12545356,7060737,5609040,0,573211,28.12,15.83,12.57,12847,DZ,7693,218037,207,6271
Algeria,43984569,DZA,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12974545,7247787,5796432,0,579285,29.08,16.24,12.99,12988,DZ,32737,250774,295,6566
Algeria,43984569,DZA,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",13631683,7456361,6076272,0,306304,30.55,16.71,13.62,6866,DZ,14081,264855,265,6831
Algeria,43984569,DZA,2022-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,0,0,0,0,0,DZ,656,265511,39,6870
Andorra,77287,AND,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",576,576,0,0,396,0.74,0.74,0,5118,AD,1902,9885,17,101
Andorra,77287,AND,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2526,2390,0,0,1710,3.27,3.09,0,22108,AD,964,10849,9,110
Andorra,77287,AND,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9288,7098,1265,0,8579,12.01,9.18,1.64,110908,AD,1095,11944,5,115
Andorra,77287,AND,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28503,23822,4681,4802,17392,36.85,30.8,6.05,224837,AD,1254,13198,10,125
Andorra,77287,AND,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35916,27613,8303,0,6692,46.43,35.7,10.73,86512,AD,495,13693,2,127
Andorra,77287,AND,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68329,41716,26613,0,32200,88.33,53.93,34.4,416266,AD,207,13900,0,127
Andorra,77287,AND,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82349,48445,33904,0,17752,106.46,62.63,43.83,229488,AD,778,14678,1,128
Andorra,77287,AND,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95918,52910,43008,0,10473,124,68.4,55.6,135388,AD,354,15032,2,130
Andorra,77287,AND,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",102032,54312,47720,0,6488,131.9,70.21,61.69,83869,AD,177,15209,0,130
Andorra,77287,AND,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",104534,54999,49535,0,2268,135.14,71.1,64.04,29315,AD,307,15516,0,130
Andorra,77287,AND,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0,0,0,0,1655,0,0,0,21394,AD,1599,17115,1,131
Andorra,77287,AND,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117246,57085,51392,0,13093,151.57,73.8,66.44,169260,AD,6007,23122,9,140
Andorra,77287,AND,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",140193,57709,53104,0,21732,181.24,74.6,68.65,280937,AD,12434,35556,5,145
Andorra,77287,AND,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",142420,57797,53250,0,1397,184.11,74.72,68.84,18060,AD,2443,37999,6,151
Angola,33032075,AGO,2021-03,Oxford/AstraZeneca,130750,130750,0,0,123619,0.39,0.39,0,3643,AO,1400,22182,30,536
Angola,33032075,AGO,2021-04,Oxford/AstraZeneca,456349,456349,0,0,371211,1.34,1.34,0,10938,AO,4249,26431,58,594
Angola,33032075,AGO,2021-05,Oxford/AstraZeneca,909215,679034,230181,0,385967,2.68,2,0.68,11373,AO,7935,34366,170,764
Angola,33032075,AGO,2021-06,Oxford/AstraZeneca,1488292,943301,544991,0,591825,4.39,2.78,1.61,17439,AO,4316,38682,130,894
Angola,33032075,AGO,2021-07,Oxford/AstraZeneca,1592537,958373,634164,0,175073,4.69,2.82,1.87,5158,AO,3964,42646,114,1008
Angola,33032075,AGO,2021-08,Oxford/AstraZeneca,1841568,1110558,731010,0,301415,5.43,3.27,2.15,8883,AO,4685,47331,202,1210
Angola,33032075,AGO,2021-09,Oxford/AstraZeneca,3134137,2127405,1006732,0,1280419,9.24,6.27,2.97,37733,AO,9252,56583,327,1537
Angola,33032075,AGO,2021-10,Oxford/AstraZeneca,6164219,4498272,1665947,0,3069409,18.17,13.26,4.91,90455,AO,7791,64374,171,1708
Angola,33032075,AGO,2021-11,Oxford/AstraZeneca,9026310,6266044,2760266,0,3037952,26.6,18.47,8.13,89528,AO,781,65155,25,1733
Angola,33032075,AGO,2021-12,Oxford/AstraZeneca,11615144,7685417,3929727,0,2146793,34.23,22.65,11.58,63264,AO,11632,76787,24,1757
Angola,33032075,AGO,2022-01,Oxford/AstraZeneca,14588435,9713546,4731866,0,3074376,42.99,28.63,13.94,90601,AO,21289,98076,138,1895
Angola,33032075,AGO,2022-02,Oxford/AstraZeneca,16259606,10591264,5448403,0,1844281,47.92,31.21,16.06,54349,AO,625,98701,4,1899
Angola,33032075,AGO,2022-03,Oxford/AstraZeneca,16633167,10780927,5609044,0,93390,49.02,31.77,16.53,2752,AO,302,99003,1,1900
Anguilla,15026,AIA,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech",3929,3929,0,1421,4265,25.98,25.98,0,281980,AI,1,18,0,0
Anguilla,15026,AIA,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech",5348,5348,0,0,1708,35.36,35.36,0,112922,AI,7,25,0,0
Anguilla,15026,AIA,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech",6898,6115,783,0,2627,45.61,40.43,5.18,173681,AI,66,91,0,0
Anguilla,15026,AIA,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech",14443,9004,5439,0,6189,95.49,59.53,35.96,409187,AI,18,109,0,0
Anguilla,15026,AIA,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech",15789,9264,6525,0,1619,104.39,61.25,43.14,107041,AI,0,109,0,0
Anguilla,15026,AIA,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech",18193,9428,8765,0,2158,120.28,62.33,57.95,142676,AI,5,114,0,0
Anguilla,15026,AIA,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech",18458,9493,8965,0,325,122.04,62.76,59.27,21487,AI,103,217,0,0
Anguilla,15026,AIA,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech",18584,9498,9086,0,168,122.87,62.8,60.07,11106,AI,172,389,1,1
Anguilla,15026,AIA,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech",18705,9548,9156,0,69,123.67,63.13,60.54,4562,AI,503,892,0,1
Anguilla,15026,AIA,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech",19730,9911,9156,0,894,130.45,65.53,60.54,59109,AI,442,1334,2,3
Anguilla,15026,AIA,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",20284,10079,9223,0,1102,134.11,66.64,60.98,72853,AI,340,1674,2,5
Anguilla,15026,AIA,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",21449,10193,9336,0,764,141.81,67.39,61.73,50503,AI,650,2324,3,8
Anguilla,15026,AIA,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",22165,10370,9531,0,727,146.55,68.56,63.01,48063,AI,204,2528,1,9
Anguilla,15026,AIA,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",22377,10439,9549,0,72,147.95,69.02,63.13,4760,AI,66,2594,0,9
Antigua and Barbuda,98069,ATG,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",0,0,0,0,10740,0,0,0,108780,AG,508,726,7,14
Antigua and Barbuda,98069,ATG,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",26836,26836,0,0,18580,27.18,27.18,0,188189,AG,410,1136,14,28
Antigua and Barbuda,98069,ATG,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",29754,29754,0,225,3568,30.14,30.14,0,36140,AG,88,1224,4,32
Antigua and Barbuda,98069,ATG,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",50329,33463,16866,3930,16565,50.98,33.89,17.08,167778,AG,36,1260,10,42
Antigua and Barbuda,98069,ATG,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",63995,36432,27563,1686,16985,64.82,36.9,27.92,172037,AG,3,1263,0,42
Antigua and Barbuda,98069,ATG,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",68850,38146,30704,1834,4947,69.74,38.64,31.1,50109,AG,40,1303,1,43
Antigua and Barbuda,98069,ATG,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",75069,41061,34008,432,5234,76.04,41.59,34.45,53013,AG,410,1713,1,44
Antigua and Barbuda,98069,ATG,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",93318,51148,42170,0,18246,94.52,51.81,42.71,184814,AG,1447,3160,32,76
Antigua and Barbuda,98069,ATG,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",106387,56269,50118,0,13762,107.76,56.99,50.76,139392,AG,880,4040,26,102
Antigua and Barbuda,98069,ATG,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",117637,61418,56219,0,11860,119.15,62.21,56.94,120126,AG,101,4141,15,117
Antigua and Barbuda,98069,ATG,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",121146,62283,58863,0,3235,122.71,63.09,59.62,32767,AG,154,4295,1,118
Antigua and Barbuda,98069,ATG,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",123555,63197,60358,0,2549,125.15,64.01,61.14,25816,AG,2263,6558,9,127
Antigua and Barbuda,98069,ATG,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",124726,63582,61144,0,1076,126.33,64.4,61.93,10898,AG,879,7437,8,135
Antigua and Barbuda,98069,ATG,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",125031,63704,61327,305,65,126.64,64.52,62.12,658,AG,33,7470,0,135
Argentina,45267449,ARG,2020-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",32013,0,0,0,31312,0.07,0,0,686,AR,188788,1602163,4696,43018
Argentina,45267449,ARG,2021-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",366384,281023,85361,118451,337978,0.8,0.62,0.19,7410,AR,313199,1915362,4757,47775
Argentina,45267449,ARG,2021-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1025003,731571,293432,601076,523874,2.25,1.6,0.64,11487,AR,188835,2104197,4171,51946
Argentina,45267449,ARG,2021-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3891932,3214538,677394,2698447,2760800,8.53,7.05,1.49,60537,AR,218414,2322611,3665,55611
Argentina,45267449,ARG,2021-04,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7865213,6926650,938563,3973281,3796176,17.25,15.19,2.06,83241,AR,606279,2928890,7336,62947
Argentina,45267449,ARG,2021-05,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",12257297,9476406,2780891,4392084,4306511,26.88,20.78,6.1,94428,AR,803373,3732263,14161,77108
Argentina,45267449,ARG,2021-06,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",20543325,16504606,4038719,8286028,8007917,45.05,36.19,8.86,175593,AR,691373,4423636,16034,93142
Argentina,45267449,ARG,2021-07,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",31877998,24966105,6911893,11334673,10974459,69.9,54.74,15.16,240636,AR,482289,4905925,11971,105113
Argentina,45267449,ARG,2021-08,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",42260571,27873340,14387231,9867857,10488864,92.66,61.12,31.55,229990,AR,267606,5173531,6270,111383
Argentina,45267449,ARG,2021-09,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",51711461,29676037,22088966,9450890,9785210,113.39,65.07,48.43,214559,AR,80234,5253765,3655,115038
Argentina,45267449,ARG,2021-10,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",60055004,34209029,25954716,7494411,8216680,131.68,75.01,56.91,180167,AR,34494,5288259,904,115942
Argentina,45267449,ARG,2021-11,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",68501283,36666900,29710785,5641519,8419808,150.2,80.4,65.15,184622,AR,38189,5326448,587,116529
Argentina,45267449,ARG,2021-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",76606972,38198270,32656474,6021646,7968392,167.98,83.76,71.61,174726,AR,229791,5556239,582,117111
Argentina,45267449,ARG,2022-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",87576885,39663948,34788229,6585562,11002649,192.03,86.97,76.28,241259,AR,2757375,8313614,3725,120836
Argentina,45267449,ARG,2022-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",93548907,40345388,36079836,5799487,6559447,205.12,88.47,79.11,143831,AR,583564,8897178,5284,126120
Argentina,45267449,ARG,2022-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",94214135,40412075,36228146,532272,846284,206.58,88.61,79.44,18556,AR,93235,8990413,1243,127363
Armenia,2964219,ARM,2021-03,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",565,565,0,0,0,0.02,0.02,0,0,AM,20581,192639,323,3515
Armenia,2964219,ARM,2021-04,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0,0,0,0,7830,0,0,0,2640,AM,23425,216064,593,4108
Armenia,2964219,ARM,2021-05,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",33529,33529,0,0,24064,1.13,1.13,0,8109,AM,6606,222670,330,4438
Armenia,2964219,ARM,2021-06,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",74714,58518,16196,0,43821,2.52,1.97,0.55,14763,AM,2425,225095,76,4514
Armenia,2964219,ARM,2021-07,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",152529,108674,43855,0,85342,5.14,3.66,1.48,28756,AM,5015,230110,100,4614
Armenia,2964219,ARM,2021-08,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",275138,176552,98586,0,108731,9.27,5.95,3.32,36630,AM,12025,242135,230,4844
Armenia,2964219,ARM,2021-09,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",408535,264695,143840,0,146487,13.76,8.92,4.85,49354,AM,19562,261697,475,5319
Armenia,2964219,ARM,2021-10,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",831856,579360,252496,0,363305,28.03,19.52,8.51,122400,AM,46629,308326,1009,6328
Armenia,2964219,ARM,2021-11,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1236264,799403,436861,0,437568,41.65,26.93,14.72,147420,AM,30192,338518,1239,7567
Armenia,2964219,ARM,2021-12,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1626738,934028,692082,0,418445,54.81,31.47,23.32,140979,AM,6412,344930,405,7972
Armenia,2964219,ARM,2022-01,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1883413,1032249,842213,0,231142,63.45,34.78,28.38,77875,AM,22865,367795,81,8053
Armenia,2964219,ARM,2022-02,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",2031732,1087524,920978,0,148577,68.45,36.64,31.03,50060,AM,52037,419832,408,8461
Aruba,106845,ABW,2021-03,Pfizer/BioNTech,25766,15600,10166,0,2556,24.04,14.55,9.48,23844,AW,1490,9294,11,82
Aruba,106845,ABW,2021-04,Pfizer/BioNTech,76865,54306,22559,32484,49393,71.71,50.66,21.04,460774,AW,1291,10585,16,98
Aruba,106845,ABW,2021-05,Pfizer/BioNTech,114154,63113,51041,32613,39008,106.49,58.88,47.62,363898,AW,372,10957,9,107
Aruba,106845,ABW,2021-06,Pfizer/BioNTech,127256,67827,59429,12377,12931,118.71,63.27,55.44,120630,AW,175,11132,0,107
Aruba,106845,ABW,2021-07,Pfizer/BioNTech,138509,72793,65716,9009,11136,129.21,67.91,61.31,103886,AW,452,11584,2,109
Aruba,106845,ABW,2021-08,Pfizer/BioNTech,148225,78669,69556,6486,10505,138.28,73.39,64.89,98000,AW,2881,14465,28,137
Aruba,106845,ABW,2021-09,Pfizer/BioNTech,156179,81374,74805,7158,8360,145.7,75.91,69.78,77989,AW,983,15448,29,166
Aruba,106845,ABW,2021-10,Pfizer/BioNTech,159406,82650,76756,2639,3437,148.71,77.1,71.6,32063,AW,434,15882,5,171
Aruba,106845,ABW,2021-11,Pfizer/BioNTech,161643,83640,78003,1775,2338,150.79,78.03,72.77,21810,AW,442,16324,3,174
Aruba,106845,ABW,2021-12,Pfizer/BioNTech,163759,84751,79008,1328,2004,152.77,79.06,73.7,18691,AW,2697,19021,7,181
Aruba,106845,ABW,2022-01,Pfizer/BioNTech,166440,86627,79813,2050,2712,155.27,80.81,74.46,25300,AW,13697,32718,12,193
Aruba,106845,ABW,2022-02,Pfizer/BioNTech,167820,87378,80442,1180,1495,156.56,81.51,75.04,13943,AW,937,33655,18,211
Aruba,106845,ABW,2022-03,Pfizer/BioNTech,168093,87511,80582,186,214,156.81,81.64,75.17,1997,AW,162,33817,1,212
Australia,25550683,AUS,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34630,34618,12,34610,33876,0.13,0.13,0,1315,AU,159,28965,0,909
Australia,25550683,AUS,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",744330,671606,72724,709700,556918,2.89,2.6,0.28,21598,AU,331,29296,0,909
Australia,25550683,AUS,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2234844,1976315,258529,1490514,1478905,8.67,7.66,1,57347,AU,483,29779,1,910
Australia,25550683,AUS,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4362739,3856485,506254,1910147,2044108,16.92,14.95,1.96,79263,AU,319,30098,0,910
Australia,25550683,AUS,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7742536,6109102,1633434,3153506,3325597,30.02,23.69,6.33,128956,AU,464,30562,0,910
