country,Population (2020),iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Italy,60446035,ITA,2021-03,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",10516141.0,7243902.0,3272439.0,6078507.0,5646693.0,17.42,12.0,5.42,93540.0
Italy,60446035,ITA,2021-04,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",20312215.0,14322082.0,6056018.0,9796074.0,9204391.0,33.65,23.72,10.03,152472.0
Italy,60446035,ITA,2021-05,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",35430458.0,23811761.0,12280245.0,15118243.0,14985271.0,58.69,39.44,20.34,248235.0
Italy,60446035,ITA,2021-06,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",52153511.0,34435849.0,18960725.0,16723053.0,16575263.0,86.39,57.04,31.41,274573.0
Italy,60446035,ITA,2021-07,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",68875031.0,38569964.0,31669564.0,16721520.0,16844312.0,114.09,63.89,52.46,279030.0
Italy,60446035,ITA,2021-08,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",78082870.0,42734413.0,36799046.0,9207839.0,9890923.0,129.35,70.79,60.96,163846.0
Italy,60446035,ITA,2021-09,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",84985978.0,45286653.0,41076843.0,6903108.0,7152033.0,140.78,75.02,68.04,118474.0
Italy,60446035,ITA,2021-10,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",90009594.0,46663682.0,43144437.0,5023616.0,5202804.0,149.1,77.3,71.47,86188.0
Italy,60446035,ITA,2021-11,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",96670231.0,47265388.0,44097376.0,6660637.0,6059334.0,160.14,78.3,73.05,100375.0
Italy,60446035,ITA,2021-12,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",111324046.0,48390952.0,44752591.0,14653815.0,14169525.0,184.41,80.16,74.13,234721.0
Italy,60446035,ITA,2022-01,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",128387521.0,50198678.0,46115321.0,17063475.0,17192010.0,212.68,83.16,76.39,284791.0
Italy,60446035,ITA,2022-02,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",134140508.0,50622384.0,47481339.0,5752987.0,6799771.0,222.21,83.86,78.65,112639.0
Italy,60446035,ITA,2022-03,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",134669393.0,50654119.0,47616443.0,528885.0,645099.0,223.08,83.91,78.88,10686.0
Jamaica,2963429,JAM,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",33000.0,33000.0,0.0,0.0,44065.0,1.11,1.11,0.0,14819.0
Jamaica,2963429,JAM,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",135473.0,135473.0,0.0,3784.0,106639.0,4.56,4.56,0.0,35867.0
Jamaica,2963429,JAM,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",177883.0,155683.0,22200.0,0.0,32814.0,5.98,5.24,0.75,11039.0
Jamaica,2963429,JAM,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",249983.0,172958.0,77025.0,0.0,79010.0,8.41,5.82,2.59,26569.0
Jamaica,2963429,JAM,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",300902.0,178728.0,122174.0,0.0,70282.0,10.12,6.01,4.11,23639.0
Jamaica,2963429,JAM,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",542888.0,402601.0,144372.0,40111.0,187076.0,18.26,13.54,4.86,62917.0
Jamaica,2963429,JAM,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",755782.0,528907.0,253566.0,42527.0,231693.0,25.42,17.79,8.53,77919.0
Jamaica,2963429,JAM,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",919992.0,591859.0,378054.0,70632.0,163495.0,30.94,19.9,12.71,54987.0
Jamaica,2963429,JAM,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1108662.0,667252.0,509116.0,155801.0,190883.0,37.29,22.44,17.12,64196.0
Jamaica,2963429,JAM,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1208785.0,712466.0,566887.0,76415.0,103777.0,40.65,23.96,19.06,34900.0
Jamaica,2963429,JAM,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1303898.0,745109.0,620024.0,51477.0,95951.0,43.85,25.06,20.85,32268.0
Jamaica,2963429,JAM,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1359844.0,767077.0,651707.0,50937.0,56935.0,45.73,25.8,21.92,19147.0
Jamaica,2963429,JAM,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1368995.0,770737.0,656984.0,5473.0,10381.0,46.04,25.92,22.09,3492.0
Japan,126407422,JPN,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28530.0,28530.0,0.0,15556.0,27678.0,0.02,0.02,0.0,220.0
Japan,126407422,JPN,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",1002739.0,877159.0,125580.0,745238.0,857027.0,0.8,0.7,0.1,6798.0
Japan,126407422,JPN,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4365615.0,3322617.0,1042998.0,3161016.0,2760231.0,3.46,2.64,0.83,21899.0
Japan,126407422,JPN,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16659793.0,12644814.0,4014979.0,12294178.0,10953516.0,13.22,10.03,3.19,86899.0
Japan,126407422,JPN,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",50966868.0,33225486.0,17741382.0,34307075.0,32256132.0,40.43,26.36,14.07,255897.0
Japan,126407422,JPN,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89081552.0,51242500.0,37839052.0,38114684.0,38578862.0,70.67,40.65,30.02,306056.0
Japan,126407422,JPN,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",130900617.0,72392138.0,58508479.0,25144174.0,41279074.0,103.85,57.43,46.42,327479.0
Japan,126407422,JPN,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",164859014.0,89154655.0,75704359.0,20692354.0,34404554.0,130.79,70.73,60.06,272940.0
Japan,126407422,JPN,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",189319619.0,98090221.0,91229398.0,13449785.0,26524556.0,150.19,77.82,72.38,210428.0
Japan,126407422,JPN,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",197266161.0,99812942.0,97453219.0,3894801.0,9191310.0,156.5,79.18,77.31,72917.0
Japan,126407422,JPN,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",199596362.0,100404891.0,98660175.0,1109777.0,2755473.0,158.35,79.65,78.27,21857.0
Japan,126407422,JPN,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",205744165.0,101344227.0,99788499.0,2762300.0,5206751.0,163.22,80.4,79.17,41311.0
Japan,126407422,JPN,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",227761986.0,101717059.0,100246835.0,11015972.0,19944316.0,180.69,80.7,79.53,158224.0
Japan,126407422,JPN,2022-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",234925595.0,101824621.0,100351180.0,2318097.0,7189112.0,186.37,80.78,79.61,57034.0
Jersey,107800,JEY,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59132.0,44318.0,14814.0,0.0,16382.0,58.5,43.85,14.66,162079.0
Jersey,107800,JEY,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82738.0,52405.0,30333.0,0.0,25014.0,81.86,51.85,30.01,247484.0
Jersey,107800,JEY,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",108577.0,60961.0,47616.0,0.0,22770.0,107.42,60.31,47.11,225282.0
Jersey,107800,JEY,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",122930.0,70335.0,52595.0,0.0,15872.0,121.62,69.59,52.04,157035.0
Jersey,107800,JEY,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",142066.0,74267.0,67799.0,0.0,18794.0,140.56,73.48,67.08,185944.0
Jersey,107800,JEY,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",148729.0,76256.0,72473.0,0.0,6798.0,147.15,75.45,71.7,67262.0
Jersey,107800,JEY,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",154921.0,77423.0,74080.0,0.0,5195.0,153.28,76.6,73.29,51398.0
Jersey,107800,JEY,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",172720.0,78947.0,74651.0,0.0,17446.0,170.89,78.11,73.86,172606.0
Jersey,107800,JEY,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",187228.0,79851.0,75335.0,0.0,15486.0,185.24,79.0,74.54,153219.0
Jersey,107800,JEY,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",209935.0,81467.0,76997.0,0.0,22020.0,207.71,80.6,76.18,217861.0
Jersey,107800,JEY,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",219845.0,82242.0,78223.0,0.0,10855.0,217.51,81.37,77.39,107396.0
Jersey,107800,JEY,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",222371.0,82645.0,78935.0,0.0,2410.0,220.01,81.77,78.1,23845.0
Jordan,10220604,JOR,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",40000.0,40000.0,0.0,0.0,44428.0,0.39,0.39,0.0,4331.0
Jordan,10220604,JOR,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",150000.0,50000.0,30000.0,0.0,96326.0,1.46,0.49,0.29,9380.0
Jordan,10220604,JOR,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",409203.0,304946.0,104257.0,0.0,246874.0,3.98,2.97,1.02,24042.0
Jordan,10220604,JOR,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",919922.0,699328.0,220594.0,0.0,505098.0,8.96,6.81,2.15,49187.0
Jordan,10220604,JOR,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1904235.0,1412419.0,491816.0,154235.0,1004683.0,18.54,13.75,4.79,97838.0
Jordan,10220604,JOR,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3907618.0,2488769.0,1418849.0,872452.0,1678254.0,38.05,24.24,13.82,163427.0
Jordan,10220604,JOR,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",5214727.0,2989511.0,2225216.0,830655.0,1498108.0,50.78,29.11,21.67,145886.0
Jordan,10220604,JOR,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",6422943.0,3472046.0,2950897.0,793700.0,1253312.0,62.55,33.81,28.74,122048.0
Jordan,10220604,JOR,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7002305.0,3713321.0,3288984.0,549688.0,622806.0,68.19,36.16,32.03,60650.0
Jordan,10220604,JOR,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7476831.0,3950145.0,3526686.0,381820.0,489370.0,72.81,38.47,34.34,47655.0
Jordan,10220604,JOR,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7884721.0,4137286.0,3747435.0,348760.0,412051.0,76.78,40.29,36.49,40122.0
Jordan,10220604,JOR,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",8265793.0,4331942.0,3933851.0,329082.0,435594.0,80.49,42.18,38.31,42421.0
Jordan,10220604,JOR,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",9147386.0,4568137.0,4185382.0,0.0,913663.0,89.08,44.48,40.76,88971.0
Jordan,10220604,JOR,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",9491363.0,4662686.0,4336568.0,0.0,346303.0,92.43,45.41,42.23,33722.0
Jordan,10220604,JOR,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",9649298.0,4694106.0,4385036.0,0.0,42902.0,93.97,45.71,42.7,4178.0
Kazakhstan,18815231,KAZ,2021-01,"QazVac, Sinopharm/Beijing, Sputnik V",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,18815231,KAZ,2021-02,"QazVac, Sinopharm/Beijing, Sputnik V",22294.0,20157.0,2137.0,0.0,30774.0,0.12,0.11,0.01,1622.0
Kazakhstan,18815231,KAZ,2021-03,"QazVac, Sinopharm/Beijing, Sputnik V",109995.0,90748.0,19247.0,0.0,202731.0,0.58,0.48,0.1,10674.0
Kazakhstan,18815231,KAZ,2021-04,"QazVac, Sinopharm/Beijing, Sputnik V",1559836.0,1293379.0,266457.0,488791.0,1064033.0,8.21,6.81,1.4,56015.0
Kazakhstan,18815231,KAZ,2021-05,"QazVac, Sinopharm/Beijing, Sputnik V",3170032.0,2114112.0,1055920.0,841314.0,1800341.0,16.69,11.13,5.56,94781.0
Kazakhstan,18815231,KAZ,2021-06,"QazVac, Sinopharm/Beijing, Sputnik V",5335768.0,3335172.0,2000596.0,2165736.0,1923061.0,28.09,17.56,10.53,101241.0
Kazakhstan,18815231,KAZ,2021-07,"QazVac, Sinopharm/Beijing, Sputnik V",9101581.0,5370661.0,3730920.0,3501633.0,3675444.0,47.92,28.27,19.64,193495.0
Kazakhstan,18815231,KAZ,2021-08,"QazVac, Sinopharm/Beijing, Sputnik V",11995502.0,6629678.0,5365824.0,2893921.0,3114235.0,63.15,34.9,28.25,163953.0
Kazakhstan,18815231,KAZ,2021-09,"QazVac, Sinopharm/Beijing, Sputnik V",14168795.0,7623541.0,6545254.0,2173293.0,2156204.0,74.59,40.13,34.46,113513.0
Kazakhstan,18815231,KAZ,2021-10,"QazVac, Sinopharm/Beijing, Sputnik V",15782394.0,8291167.0,7491227.0,1613599.0,1686791.0,83.09,43.65,39.44,88804.0
Kazakhstan,18815231,KAZ,2021-11,"QazVac, Sinopharm/Beijing, Sputnik V",16787821.0,8721768.0,8066053.0,967752.0,1078710.0,88.38,45.92,42.46,56788.0
Kazakhstan,18815231,KAZ,2021-12,"QazVac, Sinopharm/Beijing, Sputnik V",17501273.0,8986163.0,8515110.0,702960.0,708180.0,92.14,47.31,44.83,37282.0
Kazakhstan,18815231,KAZ,2022-01,"QazVac, Sinopharm/Beijing, Sputnik V",17941272.0,9186151.0,8755121.0,398986.0,460340.0,94.45,48.36,46.09,24236.0
Kazakhstan,18815231,KAZ,2022-02,"QazVac, Sinopharm/Beijing, Sputnik V",20884314.0,9382851.0,8987392.0,2932380.0,2939585.0,109.95,49.4,47.31,154758.0
Kazakhstan,18815231,KAZ,2022-03,"QazVac, Sinopharm/Beijing, Sputnik V",20918681.0,9394344.0,9010266.0,34367.0,50828.0,110.13,49.46,47.44,2676.0
Kenya,53968739,KEN,2021-03,"Oxford/AstraZeneca, Sputnik V",161771.0,161771.0,0.0,0.0,121081.0,0.29,0.29,0.0,2205.0
Kenya,53968739,KEN,2021-04,"Oxford/AstraZeneca, Sputnik V",853081.0,853081.0,0.0,81900.0,715273.0,1.55,1.55,0.0,13010.0
Kenya,53968739,KEN,2021-05,"Oxford/AstraZeneca, Sputnik V",969692.0,969489.0,203.0,23184.0,130723.0,1.76,1.76,0.0,2380.0
Kenya,53968739,KEN,2021-06,"Oxford/AstraZeneca, Sputnik V",1378585.0,1008120.0,370465.0,329963.0,326766.0,2.51,1.83,0.67,5941.0
Kenya,53968739,KEN,2021-07,"Oxford/AstraZeneca, Sputnik V",1712550.0,1058280.0,654270.0,300079.0,402632.0,3.11,1.92,1.19,7322.0
Kenya,53968739,KEN,2021-08,"Oxford/AstraZeneca, Sputnik V",2773239.0,1968656.0,804583.0,935083.0,1008839.0,5.04,3.58,1.46,18346.0
Kenya,53968739,KEN,2021-09,"Oxford/AstraZeneca, Sputnik V",3761876.0,2856972.0,904904.0,713289.0,942399.0,6.84,5.2,1.65,17138.0
Kenya,53968739,KEN,2021-10,"Oxford/AstraZeneca, Sputnik V",5321880.0,3688884.0,1632996.0,1020140.0,1556487.0,9.68,6.71,2.97,28312.0
Kenya,53968739,KEN,2021-11,"Oxford/AstraZeneca, Sputnik V",7175590.0,4658835.0,2759827.0,943586.0,1735534.0,13.05,8.47,5.02,31564.0
Kenya,53968739,KEN,2021-12,"Oxford/AstraZeneca, Sputnik V",10002184.0,5930258.0,4155832.0,1214064.0,2842701.0,18.19,10.79,7.56,51700.0
Kenya,53968739,KEN,2022-01,"Oxford/AstraZeneca, Sputnik V",12252574.0,6572987.0,5530890.0,1663973.0,2123402.0,22.28,11.95,10.06,38616.0
Kenya,53968739,KEN,2022-02,"Oxford/AstraZeneca, Sputnik V",16617398.0,8767250.0,7597696.0,4069801.0,4536876.0,30.22,15.94,13.82,82510.0
Kenya,53968739,KEN,2022-03,"Oxford/AstraZeneca, Sputnik V",16740060.0,8816664.0,7667915.0,122662.0,130021.0,30.44,16.03,13.95,2364.0
Kiribati,119760,KIR,2021-06,Oxford/AstraZeneca,0.0,0.0,0.0,0.0,5858.0,0.0,0.0,0.0,48256.0
Kiribati,119760,KIR,2021-07,Oxford/AstraZeneca,0.0,0.0,0.0,0.0,6262.0,0.0,0.0,0.0,51584.0
Kiribati,119760,KIR,2021-08,Oxford/AstraZeneca,13970.0,13970.0,0.0,0.0,6949.0,11.51,11.51,0.0,57251.0
Kiribati,119760,KIR,2021-09,Oxford/AstraZeneca,36332.0,29429.0,6903.0,0.0,17882.0,29.93,24.24,5.69,147316.0
Kiribati,119760,KIR,2021-10,Oxford/AstraZeneca,65279.0,54026.0,11253.0,0.0,29989.0,53.78,44.51,9.27,247057.0
Kiribati,119760,KIR,2021-11,Oxford/AstraZeneca,82167.0,59492.0,22675.0,0.0,13940.0,67.69,49.01,18.68,114833.0
Kiribati,119760,KIR,2021-12,Oxford/AstraZeneca,0.0,0.0,0.0,0.0,19771.0,0.0,0.0,0.0,162867.0
Kiribati,119760,KIR,2022-01,Oxford/AstraZeneca,111686.0,71152.0,40534.0,0.0,17216.0,92.01,58.62,33.39,141830.0
Kiribati,119760,KIR,2022-02,Oxford/AstraZeneca,120594.0,74579.0,46015.0,0.0,7367.0,99.35,61.44,37.91,60695.0
Kiribati,119760,KIR,2022-03,Oxford/AstraZeneca,126919.0,76491.0,50428.0,0.0,1582.0,104.56,63.01,41.54,13034.0
Kosovo,1769180,OWID_KOS,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech",0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,198.0
Kosovo,1769180,OWID_KOS,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech",22096.0,22096.0,0.0,1800.0,26096.0,1.24,1.24,0.0,14645.0
Kosovo,1769180,OWID_KOS,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech",55237.0,55237.0,0.0,0.0,38029.0,3.1,3.1,0.0,21334.0
Kosovo,1769180,OWID_KOS,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech",179029.0,137456.0,41573.0,0.0,101352.0,10.05,7.71,2.33,56872.0
Kosovo,1769180,OWID_KOS,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech",428818.0,282603.0,146215.0,147453.0,222445.0,24.06,15.86,8.2,124820.0
Kosovo,1769180,OWID_KOS,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech",825745.0,548855.0,276890.0,261238.0,402084.0,46.34,30.8,15.54,225622.0
Kosovo,1769180,OWID_KOS,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech",1328825.0,797866.0,530959.0,487199.0,495545.0,74.56,44.77,29.79,278065.0
Kosovo,1769180,OWID_KOS,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech",1566251.0,838150.0,724969.0,216787.0,268376.0,87.89,47.03,40.68,150594.0
Kosovo,1769180,OWID_KOS,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech",1615360.0,853765.0,761595.0,35944.0,59181.0,90.64,47.91,42.74,33208.0
Kosovo,1769180,OWID_KOS,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",1673578.0,883919.0,782696.0,53792.0,54650.0,93.91,49.6,43.92,30667.0
Kosovo,1769180,OWID_KOS,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",1777085.0,893743.0,805226.0,96445.0,100037.0,99.72,50.15,45.18,56135.0
Kosovo,1769180,OWID_KOS,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",1812571.0,899369.0,815862.0,28055.0,43453.0,101.71,50.47,45.78,24382.0
Kosovo,1769180,OWID_KOS,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",1816329.0,900417.0,817608.0,1617.0,4101.0,101.92,50.53,45.88,2302.0
Kuwait,4281320,KWT,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2500.0,0.0,0.0,0.0,3363.0,0.06,0.0,0.0,777.0
Kuwait,4281320,KWT,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",35000.0,0.0,0.0,0.0,47347.0,0.81,0.0,0.0,10939.0
Kuwait,4281320,KWT,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",175000.0,137000.0,38000.0,0.0,213260.0,4.04,3.17,0.88,49263.0
Kuwait,4281320,KWT,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",604861.0,500000.0,38000.0,0.0,333588.0,13.97,11.55,0.88,77063.0
Kuwait,4281320,KWT,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1000000.0,822000.0,38000.0,0.0,487841.0,23.1,18.99,0.88,112698.0
Kuwait,4281320,KWT,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1820000.0,0.0,0.0,0.0,874342.0,42.05,0.0,0.0,201992.0
Kuwait,4281320,KWT,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0.0,0.0,0.0,0.0,347160.0,0.0,0.0,0.0,80190.0
Kuwait,4281320,KWT,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2375455.0,1452148.0,923307.0,0.0,243608.0,54.88,33.55,21.33,56289.0
Kuwait,4281320,KWT,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2668082.0,0.0,0.0,0.0,625366.0,61.64,0.0,0.0,144480.0
Kuwait,4281320,KWT,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0.0,0.0,0.0,0.0,1086270.0,0.0,0.0,0.0,250950.0
Kuwait,4281320,KWT,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0.0,0.0,0.0,0.0,1122479.0,0.0,0.0,0.0,259315.0
Kuwait,4281320,KWT,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6578646.0,3304574.0,3165385.0,0.0,1086270.0,151.98,76.34,73.13,250950.0
Kuwait,4281320,KWT,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",6942690.0,3334421.0,3216700.0,11920.0,472086.0,160.39,77.03,74.31,109063.0
Kuwait,4281320,KWT,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7332551.0,3366671.0,3256029.0,19007.0,374732.0,169.4,77.78,75.22,86572.0
Kuwait,4281320,KWT,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7567520.0,3391299.0,3275680.0,0.0,231237.0,174.83,78.35,75.68,53418.0
Kuwait,4281320,KWT,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",7592265.0,3393521.0,3277287.0,0.0,33589.0,175.4,78.4,75.71,7760.0
Kyrgyzstan,6542426,KGZ,2021-03,"Sinopharm/Beijing, Sputnik V",0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,33.0
Kyrgyzstan,6542426,KGZ,2021-04,"Sinopharm/Beijing, Sputnik V",27858.0,27000.0,858.0,205.0,26066.0,0.42,0.41,0.01,3935.0
Kyrgyzstan,6542426,KGZ,2021-05,"Sinopharm/Beijing, Sputnik V",54101.0,37117.0,6010.0,0.0,65081.0,0.82,0.56,0.09,9822.0
Kyrgyzstan,6542426,KGZ,2021-06,"Sinopharm/Beijing, Sputnik V",173700.0,99900.0,73800.0,0.0,121618.0,2.62,1.51,1.11,18351.0
Kyrgyzstan,6542426,KGZ,2021-07,"Sinopharm/Beijing, Sputnik V",570564.0,453881.0,116456.0,64930.0,312694.0,8.61,6.85,1.76,47178.0
Kyrgyzstan,6542426,KGZ,2021-08,"Sinopharm/Beijing, Sputnik V",1141442.0,685629.0,453130.0,528727.0,583473.0,17.22,10.34,6.84,88028.0
Kyrgyzstan,6542426,KGZ,2021-09,"Sinopharm/Beijing, Sputnik V",1459330.0,832011.0,622326.0,280605.0,316726.0,22.02,12.55,9.39,47784.0
Kyrgyzstan,6542426,KGZ,2021-10,"Sinopharm/Beijing, Sputnik V",1741064.0,983749.0,754624.0,281734.0,285884.0,26.27,14.84,11.38,43130.0
