country,Population (2020),iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Afghanistan,39074280,AFG,2021-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8200.0,8200.0,0.0,0.0,8202.0,0.02,0.02,0.0,204.0
Afghanistan,39074280,AFG,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",54000.0,54000.0,0.0,0.0,85894.0,0.14,0.14,0.0,2154.0
Afghanistan,39074280,AFG,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",240000.0,240000.0,0.0,0.0,219606.0,0.6,0.6,0.0,5511.0
Afghanistan,39074280,AFG,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",600152.0,480226.0,119926.0,2859.0,285838.0,1.51,1.21,0.3,7171.0
Afghanistan,39074280,AFG,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",886854.0,699200.0,187654.0,4015.0,242899.0,2.23,1.76,0.47,6097.0
Afghanistan,39074280,AFG,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1171064.0,742934.0,219159.0,0.0,337196.0,2.94,1.87,0.55,8466.0
Afghanistan,39074280,AFG,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1979652.0,773002.0,430744.0,0.0,591825.0,4.97,1.94,1.08,14854.0
Afghanistan,39074280,AFG,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2369625.0,828601.0,0.0,0.0,563255.0,5.95,2.08,0.0,14132.0
Afghanistan,39074280,AFG,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",0.0,0.0,0.0,0.0,1064777.0,0.0,0.0,0.0,26738.0
Afghanistan,39074280,AFG,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4018197.0,3530173.0,3188609.0,0.0,821215.0,10.09,8.86,8.0,20618.0
Afghanistan,39074280,AFG,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4674518.0,4142857.0,3753224.0,0.0,476498.0,11.73,10.4,9.42,11958.0
Afghanistan,39074280,AFG,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5125146.0,4554648.0,3892831.0,6868.0,399710.0,12.87,11.43,9.77,10038.0
Afghanistan,39074280,AFG,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5535254.0,4907058.0,4231984.0,0.0,406044.0,13.9,12.32,10.62,10195.0
Afghanistan,39074280,AFG,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5597130.0,4952744.0,4281934.0,0.0,71731.0,14.05,12.43,10.75,1800.0
Albania,2877239,ALB,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",549.0,549.0,0.0,421.0,741.0,0.02,0.02,0.0,257.0
Albania,2877239,ALB,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",10135.0,6073.0,655.0,2476.0,9504.0,0.35,0.21,0.02,3305.0
Albania,2877239,ALB,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",138846.0,0.0,0.0,49296.0,78590.0,4.83,0.0,0.0,27354.0
Albania,2877239,ALB,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",476903.0,0.0,0.0,295509.0,339023.0,16.6,0.0,0.0,118004.0
Albania,2877239,ALB,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",776461.0,486128.0,290333.0,204550.0,333048.0,27.03,16.92,10.11,115927.0
Albania,2877239,ALB,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",968034.0,564530.0,403504.0,134454.0,180622.0,33.69,19.65,14.05,62871.0
Albania,2877239,ALB,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1198933.0,670215.0,528718.0,140805.0,228113.0,41.73,23.33,18.4,79398.0
Albania,2877239,ALB,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1472316.0,830396.0,641920.0,140424.0,267844.0,51.25,28.9,22.34,93230.0
Albania,2877239,ALB,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1741373.0,946495.0,794878.0,198500.0,279183.0,60.61,32.95,27.67,97175.0
Albania,2877239,ALB,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1901824.0,1013959.0,887865.0,103442.0,178646.0,66.2,35.29,30.9,62180.0
Albania,2877239,ALB,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2101039.0,1072645.0,961013.0,43268.0,195174.0,73.13,37.34,33.45,67934.0
Albania,2877239,ALB,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2316606.0,1141486.0,1031132.0,65224.0,225969.0,80.64,39.73,35.89,78652.0
Albania,2877239,ALB,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2523683.0,1210040.0,1111520.0,20290.0,202067.0,87.84,42.12,38.69,70329.0
Albania,2877239,ALB,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2702638.0,1269746.0,1196277.0,16491.0,178941.0,94.07,44.2,41.64,62285.0
Albania,2877239,ALB,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2708574.0,1270745.0,1198759.0,0.0,2779.0,94.28,44.23,41.73,967.0
Algeria,43984569,DZA,2021-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",30.0,30.0,0.0,30.0,1919.0,0.0,0.0,0.0,43.0
Algeria,43984569,DZA,2021-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000.0,75000.0,0.0,0.0,212612.0,0.17,0.17,0.0,4764.0
Algeria,43984569,DZA,2021-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,693439.0,0.0,0.0,0.0,15531.0
Algeria,43984569,DZA,2021-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,671070.0,0.0,0.0,0.0,15030.0
Algeria,43984569,DZA,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,693439.0,0.0,0.0,0.0,15531.0
Algeria,43984569,DZA,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,671070.0,0.0,0.0,0.0,15030.0
Algeria,43984569,DZA,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,693439.0,0.0,0.0,0.0,15531.0
Algeria,43984569,DZA,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",4146091.0,3421279.0,724812.0,0.0,2569903.0,9.29,7.67,1.62,57594.0
Algeria,43984569,DZA,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",10049978.0,6017036.0,4032942.0,0.0,3923972.0,22.53,13.49,9.04,87950.0
Algeria,43984569,DZA,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",11179354.0,6364327.0,4815027.0,0.0,1031025.0,25.06,14.26,10.79,23118.0
Algeria,43984569,DZA,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12293060.0,6875003.0,5391232.0,170756.0,973754.0,27.55,15.41,12.08,21824.0
Algeria,43984569,DZA,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12545356.0,7060737.0,5609040.0,0.0,573211.0,28.12,15.83,12.57,12847.0
Algeria,43984569,DZA,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12974545.0,7247787.0,5796432.0,0.0,579285.0,29.08,16.24,12.99,12988.0
Algeria,43984569,DZA,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",13631683.0,7456361.0,6076272.0,0.0,306304.0,30.55,16.71,13.62,6866.0
Algeria,43984569,DZA,2022-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,77287,AND,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",576.0,576.0,0.0,0.0,396.0,0.74,0.74,0.0,5118.0
Andorra,77287,AND,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2526.0,2390.0,0.0,0.0,1710.0,3.27,3.09,0.0,22108.0
Andorra,77287,AND,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9288.0,7098.0,1265.0,0.0,8579.0,12.01,9.18,1.64,110908.0
Andorra,77287,AND,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28503.0,23822.0,4681.0,4802.0,17392.0,36.85,30.8,6.05,224837.0
Andorra,77287,AND,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35916.0,27613.0,8303.0,0.0,6692.0,46.43,35.7,10.73,86512.0
Andorra,77287,AND,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68329.0,41716.0,26613.0,0.0,32200.0,88.33,53.93,34.4,416266.0
Andorra,77287,AND,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82349.0,48445.0,33904.0,0.0,17752.0,106.46,62.63,43.83,229488.0
Andorra,77287,AND,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95918.0,52910.0,43008.0,0.0,10473.0,124.0,68.4,55.6,135388.0
Andorra,77287,AND,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",102032.0,54312.0,47720.0,0.0,6488.0,131.9,70.21,61.69,83869.0
Andorra,77287,AND,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",104534.0,54999.0,49535.0,0.0,2268.0,135.14,71.1,64.04,29315.0
Andorra,77287,AND,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,21394.0
Andorra,77287,AND,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117246.0,57085.0,51392.0,0.0,13093.0,151.57,73.8,66.44,169260.0
Andorra,77287,AND,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",140193.0,57709.0,53104.0,0.0,21732.0,181.24,74.6,68.65,280937.0
Andorra,77287,AND,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",142420.0,57797.0,53250.0,0.0,1397.0,184.11,74.72,68.84,18060.0
Angola,33032075,AGO,2021-03,Oxford/AstraZeneca,130750.0,130750.0,0.0,0.0,123619.0,0.39,0.39,0.0,3643.0
Angola,33032075,AGO,2021-04,Oxford/AstraZeneca,456349.0,456349.0,0.0,0.0,371211.0,1.34,1.34,0.0,10938.0
Angola,33032075,AGO,2021-05,Oxford/AstraZeneca,909215.0,679034.0,230181.0,0.0,385967.0,2.68,2.0,0.68,11373.0
Angola,33032075,AGO,2021-06,Oxford/AstraZeneca,1488292.0,943301.0,544991.0,0.0,591825.0,4.39,2.78,1.61,17439.0
Angola,33032075,AGO,2021-07,Oxford/AstraZeneca,1592537.0,958373.0,634164.0,0.0,175073.0,4.69,2.82,1.87,5158.0
Angola,33032075,AGO,2021-08,Oxford/AstraZeneca,1841568.0,1110558.0,731010.0,0.0,301415.0,5.43,3.27,2.15,8883.0
Angola,33032075,AGO,2021-09,Oxford/AstraZeneca,3134137.0,2127405.0,1006732.0,0.0,1280419.0,9.24,6.27,2.97,37733.0
Angola,33032075,AGO,2021-10,Oxford/AstraZeneca,6164219.0,4498272.0,1665947.0,0.0,3069409.0,18.17,13.26,4.91,90455.0
Angola,33032075,AGO,2021-11,Oxford/AstraZeneca,9026310.0,6266044.0,2760266.0,0.0,3037952.0,26.6,18.47,8.13,89528.0
Angola,33032075,AGO,2021-12,Oxford/AstraZeneca,11615144.0,7685417.0,3929727.0,0.0,2146793.0,34.23,22.65,11.58,63264.0
Angola,33032075,AGO,2022-01,Oxford/AstraZeneca,14588435.0,9713546.0,4731866.0,0.0,3074376.0,42.99,28.63,13.94,90601.0
Angola,33032075,AGO,2022-02,Oxford/AstraZeneca,16259606.0,10591264.0,5448403.0,0.0,1844281.0,47.92,31.21,16.06,54349.0
Angola,33032075,AGO,2022-03,Oxford/AstraZeneca,16633167.0,10780927.0,5609044.0,0.0,93390.0,49.02,31.77,16.53,2752.0
Anguilla,15026,AIA,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech",3929.0,3929.0,0.0,1421.0,4265.0,25.98,25.98,0.0,281980.0
Anguilla,15026,AIA,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech",5348.0,5348.0,0.0,0.0,1708.0,35.36,35.36,0.0,112922.0
Anguilla,15026,AIA,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech",6898.0,6115.0,783.0,0.0,2627.0,45.61,40.43,5.18,173681.0
Anguilla,15026,AIA,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech",14443.0,9004.0,5439.0,0.0,6189.0,95.49,59.53,35.96,409187.0
Anguilla,15026,AIA,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech",15789.0,9264.0,6525.0,0.0,1619.0,104.39,61.25,43.14,107041.0
Anguilla,15026,AIA,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech",18193.0,9428.0,8765.0,0.0,2158.0,120.28,62.33,57.95,142676.0
Anguilla,15026,AIA,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech",18458.0,9493.0,8965.0,0.0,325.0,122.04,62.76,59.27,21487.0
Anguilla,15026,AIA,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech",18584.0,9498.0,9086.0,0.0,168.0,122.87,62.8,60.07,11106.0
Anguilla,15026,AIA,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech",18705.0,9548.0,9156.0,0.0,69.0,123.67,63.13,60.54,4562.0
Anguilla,15026,AIA,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech",19730.0,9911.0,9156.0,0.0,894.0,130.45,65.53,60.54,59109.0
Anguilla,15026,AIA,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",20284.0,10079.0,9223.0,0.0,1102.0,134.11,66.64,60.98,72853.0
Anguilla,15026,AIA,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",21449.0,10193.0,9336.0,0.0,764.0,141.81,67.39,61.73,50503.0
Anguilla,15026,AIA,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",22165.0,10370.0,9531.0,0.0,727.0,146.55,68.56,63.01,48063.0
Anguilla,15026,AIA,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",22377.0,10439.0,9549.0,0.0,72.0,147.95,69.02,63.13,4760.0
Antigua and Barbuda,98069,ATG,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",0.0,0.0,0.0,0.0,10740.0,0.0,0.0,0.0,108780.0
Antigua and Barbuda,98069,ATG,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",26836.0,26836.0,0.0,0.0,18580.0,27.18,27.18,0.0,188189.0
Antigua and Barbuda,98069,ATG,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",29754.0,29754.0,0.0,225.0,3568.0,30.14,30.14,0.0,36140.0
Antigua and Barbuda,98069,ATG,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",50329.0,33463.0,16866.0,3930.0,16565.0,50.98,33.89,17.08,167778.0
Antigua and Barbuda,98069,ATG,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",63995.0,36432.0,27563.0,1686.0,16985.0,64.82,36.9,27.92,172037.0
Antigua and Barbuda,98069,ATG,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",68850.0,38146.0,30704.0,1834.0,4947.0,69.74,38.64,31.1,50109.0
Antigua and Barbuda,98069,ATG,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",75069.0,41061.0,34008.0,432.0,5234.0,76.04,41.59,34.45,53013.0
Antigua and Barbuda,98069,ATG,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",93318.0,51148.0,42170.0,0.0,18246.0,94.52,51.81,42.71,184814.0
Antigua and Barbuda,98069,ATG,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",106387.0,56269.0,50118.0,0.0,13762.0,107.76,56.99,50.76,139392.0
Antigua and Barbuda,98069,ATG,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",117637.0,61418.0,56219.0,0.0,11860.0,119.15,62.21,56.94,120126.0
Antigua and Barbuda,98069,ATG,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",121146.0,62283.0,58863.0,0.0,3235.0,122.71,63.09,59.62,32767.0
Antigua and Barbuda,98069,ATG,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",123555.0,63197.0,60358.0,0.0,2549.0,125.15,64.01,61.14,25816.0
Antigua and Barbuda,98069,ATG,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",124726.0,63582.0,61144.0,0.0,1076.0,126.33,64.4,61.93,10898.0
Antigua and Barbuda,98069,ATG,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",125031.0,63704.0,61327.0,305.0,65.0,126.64,64.52,62.12,658.0
Argentina,45267449,ARG,2020-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",32013.0,0.0,0.0,0.0,31312.0,0.07,0.0,0.0,686.0
Argentina,45267449,ARG,2021-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",366384.0,281023.0,85361.0,118451.0,337978.0,0.8,0.62,0.19,7410.0
Argentina,45267449,ARG,2021-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1025003.0,731571.0,293432.0,601076.0,523874.0,2.25,1.6,0.64,11487.0
Argentina,45267449,ARG,2021-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3891932.0,3214538.0,677394.0,2698447.0,2760800.0,8.53,7.05,1.49,60537.0
Argentina,45267449,ARG,2021-04,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7865213.0,6926650.0,938563.0,3973281.0,3796176.0,17.25,15.19,2.06,83241.0
Argentina,45267449,ARG,2021-05,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",12257297.0,9476406.0,2780891.0,4392084.0,4306511.0,26.88,20.78,6.1,94428.0
Argentina,45267449,ARG,2021-06,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",20543325.0,16504606.0,4038719.0,8286028.0,8007917.0,45.05,36.19,8.86,175593.0
Argentina,45267449,ARG,2021-07,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",31877998.0,24966105.0,6911893.0,11334673.0,10974459.0,69.9,54.74,15.16,240636.0
Argentina,45267449,ARG,2021-08,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",42260571.0,27873340.0,14387231.0,9867857.0,10488864.0,92.66,61.12,31.55,229990.0
Argentina,45267449,ARG,2021-09,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",51711461.0,29676037.0,22088966.0,9450890.0,9785210.0,113.39,65.07,48.43,214559.0
Argentina,45267449,ARG,2021-10,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",60055004.0,34209029.0,25954716.0,7494411.0,8216680.0,131.68,75.01,56.91,180167.0
Argentina,45267449,ARG,2021-11,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",68501283.0,36666900.0,29710785.0,5641519.0,8419808.0,150.2,80.4,65.15,184622.0
Argentina,45267449,ARG,2021-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",76606972.0,38198270.0,32656474.0,6021646.0,7968392.0,167.98,83.76,71.61,174726.0
Argentina,45267449,ARG,2022-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",87576885.0,39663948.0,34788229.0,6585562.0,11002649.0,192.03,86.97,76.28,241259.0
Argentina,45267449,ARG,2022-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",93548907.0,40345388.0,36079836.0,5799487.0,6559447.0,205.12,88.47,79.11,143831.0
Argentina,45267449,ARG,2022-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",94214135.0,40412075.0,36228146.0,532272.0,846284.0,206.58,88.61,79.44,18556.0
Armenia,2964219,ARM,2021-03,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",565.0,565.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0
Armenia,2964219,ARM,2021-04,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",0.0,0.0,0.0,0.0,7830.0,0.0,0.0,0.0,2640.0
Armenia,2964219,ARM,2021-05,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",33529.0,33529.0,0.0,0.0,24064.0,1.13,1.13,0.0,8109.0
Armenia,2964219,ARM,2021-06,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",74714.0,58518.0,16196.0,0.0,43821.0,2.52,1.97,0.55,14763.0
Armenia,2964219,ARM,2021-07,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",152529.0,108674.0,43855.0,0.0,85342.0,5.14,3.66,1.48,28756.0
Armenia,2964219,ARM,2021-08,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",275138.0,176552.0,98586.0,0.0,108731.0,9.27,5.95,3.32,36630.0
Armenia,2964219,ARM,2021-09,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",408535.0,264695.0,143840.0,0.0,146487.0,13.76,8.92,4.85,49354.0
Armenia,2964219,ARM,2021-10,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",831856.0,579360.0,252496.0,0.0,363305.0,28.03,19.52,8.51,122400.0
Armenia,2964219,ARM,2021-11,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1236264.0,799403.0,436861.0,0.0,437568.0,41.65,26.93,14.72,147420.0
Armenia,2964219,ARM,2021-12,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1626738.0,934028.0,692082.0,0.0,418445.0,54.81,31.47,23.32,140979.0
Armenia,2964219,ARM,2022-01,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1883413.0,1032249.0,842213.0,0.0,231142.0,63.45,34.78,28.38,77875.0
Armenia,2964219,ARM,2022-02,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",2031732.0,1087524.0,920978.0,0.0,148577.0,68.45,36.64,31.03,50060.0
Aruba,106845,ABW,2021-03,Pfizer/BioNTech,25766.0,15600.0,10166.0,0.0,2556.0,24.04,14.55,9.48,23844.0
Aruba,106845,ABW,2021-04,Pfizer/BioNTech,76865.0,54306.0,22559.0,32484.0,49393.0,71.71,50.66,21.04,460774.0
Aruba,106845,ABW,2021-05,Pfizer/BioNTech,114154.0,63113.0,51041.0,32613.0,39008.0,106.49,58.88,47.62,363898.0
Aruba,106845,ABW,2021-06,Pfizer/BioNTech,127256.0,67827.0,59429.0,12377.0,12931.0,118.71,63.27,55.44,120630.0
Aruba,106845,ABW,2021-07,Pfizer/BioNTech,138509.0,72793.0,65716.0,9009.0,11136.0,129.21,67.91,61.31,103886.0
Aruba,106845,ABW,2021-08,Pfizer/BioNTech,148225.0,78669.0,69556.0,6486.0,10505.0,138.28,73.39,64.89,98000.0
Aruba,106845,ABW,2021-09,Pfizer/BioNTech,156179.0,81374.0,74805.0,7158.0,8360.0,145.7,75.91,69.78,77989.0
Aruba,106845,ABW,2021-10,Pfizer/BioNTech,159406.0,82650.0,76756.0,2639.0,3437.0,148.71,77.1,71.6,32063.0
Aruba,106845,ABW,2021-11,Pfizer/BioNTech,161643.0,83640.0,78003.0,1775.0,2338.0,150.79,78.03,72.77,21810.0
Aruba,106845,ABW,2021-12,Pfizer/BioNTech,163759.0,84751.0,79008.0,1328.0,2004.0,152.77,79.06,73.7,18691.0
Aruba,106845,ABW,2022-01,Pfizer/BioNTech,166440.0,86627.0,79813.0,2050.0,2712.0,155.27,80.81,74.46,25300.0
Aruba,106845,ABW,2022-02,Pfizer/BioNTech,167820.0,87378.0,80442.0,1180.0,1495.0,156.56,81.51,75.04,13943.0
Aruba,106845,ABW,2022-03,Pfizer/BioNTech,168093.0,87511.0,80582.0,186.0,214.0,156.81,81.64,75.17,1997.0
Australia,25550683,AUS,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",34630.0,34618.0,12.0,34610.0,33876.0,0.13,0.13,0.0,1315.0
Australia,25550683,AUS,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",744330.0,671606.0,72724.0,709700.0,556918.0,2.89,2.6,0.28,21598.0
Australia,25550683,AUS,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2234844.0,1976315.0,258529.0,1490514.0,1478905.0,8.67,7.66,1.0,57347.0
Australia,25550683,AUS,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4362739.0,3856485.0,506254.0,1910147.0,2044108.0,16.92,14.95,1.96,79263.0
Australia,25550683,AUS,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7742536.0,6109102.0,1633434.0,3153506.0,3325597.0,30.02,23.69,6.33,128956.0
Australia,25550683,AUS,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12334071.0,8407015.0,3927056.0,4591535.0,4357441.0,47.83,32.6,15.23,168969.0
