country,iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million,continent,population,new_cases,total_cases,new_deaths,total_deaths,%deaths,%cases
Afghanistan,AFG,2021-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",8200,8200,0,0,8202,0.02,0.02,0,204,Asia,39835428,691,55714,43,2443,0.006132732,0.139860428
Afghanistan,AFG,2021-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",54000,54000,0,0,85894,0.14,0.14,0,2154,Asia,39835428,740,56454,41,2484,0.006235655,0.141718071
Afghanistan,AFG,2021-04,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",240000,240000,0,0,219606,0.6,0.6,0,5511,Asia,39835428,3291,59745,141,2625,0.006589612,0.149979561
Afghanistan,AFG,2021-05,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",600152,480226,119926,2859,285838,1.51,1.21,0.3,7171,Asia,39835428,12093,71838,319,2944,0.007390406,0.18033696
Afghanistan,AFG,2021-06,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",886854,699200,187654,4015,242899,2.23,1.76,0.47,6097,Asia,39835428,46821,118659,1927,4871,0.012227809,0.297873039
Afghanistan,AFG,2021-07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1171064,742934,219159,0,337196,2.94,1.87,0.55,8466,Asia,39835428,28495,147154,1837,6708,0.016839282,0.369404842
Afghanistan,AFG,2021-08,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1979652,773002,430744,0,591825,4.97,1.94,1.08,14854,Asia,39835428,6066,153220,410,7118,0.017868516,0.384632493
Afghanistan,AFG,2021-09,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2369625,828601,430744,0,563255,5.95,2.08,1.08,14132,Asia,39835428,1954,155174,86,7204,0.018084405,0.389537675
Afghanistan,AFG,2021-10,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2369625,828601,430744,0,1064777,5.95,2.08,1.08,26738,Asia,39835428,1076,156250,76,7280,0.01827519,0.392238788
Afghanistan,AFG,2021-11,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4018197,3530173,3188609,0,821215,10.09,8.86,8,20618,Asia,39835428,1039,157289,28,7308,0.018345479,0.394847019
Afghanistan,AFG,2021-12,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4674518,4142857,3753224,0,476498,11.73,10.4,9.42,11958,Asia,39835428,795,158084,48,7356,0.018465975,0.39684273
Afghanistan,AFG,2022-01,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5125146,4554648,3892831,6868,399710,12.87,11.43,9.77,10038,Asia,39835428,4848,162926,58,7414,0.018611574,0.408997739
Afghanistan,AFG,2022-02,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5535254,4907058,4231984,0,406044,13.9,12.32,10.62,10195,Asia,39835428,10733,173659,184,7598,0.019073474,0.435941092
Afghanistan,AFG,2022-03,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",5597130,4952744,4281934,0,71731,14.05,12.43,10.75,1800,Asia,39835428,3999,177658,67,7665,0.019241666,0.445979895
Albania,ALB,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",549,549,0,421,741,0.02,0.02,0,257,Europe,2872934,19811,78127,199,1380,0.048034518,2.719415065
Albania,ALB,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",10135,6073,655,2476,9504,0.35,0.21,0.02,3305,Europe,2872934,29040,107167,416,1796,0.062514489,3.730228401
Albania,ALB,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",138846,6073,655,49296,78590,4.83,0.21,0.02,27354,Europe,2872934,17990,125157,439,2235,0.077795035,4.356417516
Albania,ALB,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",476903,6073,655,295509,339023,16.6,0.21,0.02,118004,Europe,2872934,5928,131085,159,2394,0.083329446,4.562757098
Albania,ALB,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",776461,486128,290333,204550,333048,27.03,16.92,10.11,115927,Europe,2872934,1230,132315,57,2451,0.085313481,4.605570473
Albania,ALB,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",968034,564530,403504,134454,180622,33.69,19.65,14.05,62871,Europe,2872934,206,132521,5,2456,0.085487519,4.612740843
Albania,ALB,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1198933,670215,528718,140805,228113,41.73,23.33,18.4,79398,Europe,2872934,560,133081,1,2457,0.085522327,4.632233111
Albania,ALB,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1472316,830396,641920,140424,267844,51.25,28.9,22.34,93230,Europe,2872934,13306,146387,41,2498,0.086949439,5.095383326
Albania,ALB,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1741373,946495,794878,198500,279183,60.61,32.95,27.67,97175,Europe,2872934,23744,170131,200,2698,0.093910963,5.921855497
Albania,ALB,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1901824,1013959,887865,103442,178646,66.2,35.29,30.9,62180,Europe,2872934,15169,185300,226,2924,0.101777486,6.449852311
Albania,ALB,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2101039,1072645,961013,43268,195174,73.13,37.34,33.45,67934,Europe,2872934,14645,199945,172,3096,0.107764397,6.959609932
Albania,ALB,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2316606,1141486,1031132,65224,225969,80.64,39.73,35.89,78652,Europe,2872934,10279,210224,121,3217,0.111976119,7.317397476
Albania,ALB,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2523683,1210040,1111520,20290,202067,87.84,42.12,38.69,70329,Europe,2872934,48319,258543,129,3346,0.116466302,8.999266951
Albania,ALB,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2702638,1269746,1196277,16491,178941,94.07,44.2,41.64,62285,Europe,2872934,13020,271563,123,3469,0.12074764,9.452462187
Albania,ALB,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",2708574,1270745,1198759,0,2779,94.28,44.23,41.73,967,Europe,2872934,1966,273529,23,3492,0.121548215,9.520893971
Algeria,DZA,2021-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",30,30,0,30,1919,0,0,0,43,Africa,44616626,7729,107339,135,2891,0.006479647,0.24058072
Algeria,DZA,2021-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,212612,0.17,0.17,0,4764,Africa,44616626,5753,113092,92,2983,0.006685848,0.253475016
Algeria,DZA,2021-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,693439,0.17,0.17,0,15531,Africa,44616626,4100,117192,110,3093,0.006932393,0.262664416
Algeria,DZA,2021-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,671070,0.17,0.17,0,15030,Africa,44616626,4916,122108,160,3253,0.007291004,0.27368273
Algeria,DZA,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,693439,0.17,0.17,0,15531,Africa,44616626,6805,128913,219,3472,0.007781852,0.288934892
Algeria,DZA,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,671070,0.17,0.17,0,15030,Africa,44616626,10713,139626,244,3716,0.008328734,0.31294612
Algeria,DZA,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",75000,75000,0,0,693439,0.17,0.17,0,15531,Africa,44616626,31766,171392,538,4254,0.009534562,0.384143794
Algeria,DZA,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",4146091,3421279,724812,0,2569903,9.29,7.67,1.62,57594,Africa,44616626,24688,196080,1015,5269,0.011809499,0.439477427
Algeria,DZA,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",10049978,6017036,4032942,0,3923972,22.53,13.49,9.04,87950,Africa,44616626,7279,203359,543,5812,0.013026534,0.455791973
Algeria,DZA,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",11179354,6364327,4815027,0,1031025,25.06,14.26,10.79,23118,Africa,44616626,3093,206452,108,5920,0.013268596,0.462724366
Algeria,DZA,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12293060,6875003,5391232,170756,973754,27.55,15.41,12.08,21824,Africa,44616626,4079,210531,151,6071,0.013607035,0.471866698
Algeria,DZA,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12545356,7060737,5609040,0,573211,28.12,15.83,12.57,12847,Africa,44616626,7901,218432,205,6276,0.014066505,0.489575344
Algeria,DZA,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",12974545,7247787,5796432,0,579285,29.08,16.24,12.99,12988,Africa,44616626,33685,252117,303,6579,0.014745624,0.565074105
Algeria,DZA,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",13631683,7456361,6076272,0,306304,30.55,16.71,13.62,6866,Africa,44616626,12819,264936,256,6835,0.015319401,0.593805547
Algeria,DZA,2022-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",13631683,7456361,6076272,0,0,30.55,16.71,13.62,0,Africa,44616626,715,265651,39,6874,0.015406813,0.595408088
Andorra,AND,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",576,576,0,0,396,0.74,0.74,0,5118,Europe,77354,1888,9937,17,101,0.130568555,12.84613595
Andorra,AND,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",2526,2390,0,0,1710,3.27,3.09,0,22108,Europe,77354,929,10866,9,110,0.142203377,14.0471081
Andorra,AND,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9288,7098,1265,0,8579,12.01,9.18,1.64,110908,Europe,77354,1144,12010,5,115,0.148667167,15.52602322
Andorra,AND,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",28503,23822,4681,4802,17392,36.85,30.8,6.05,224837,Europe,77354,1222,13232,10,125,0.161594746,17.10577346
Andorra,AND,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35916,27613,8303,0,6692,46.43,35.7,10.73,86512,Europe,77354,495,13727,2,127,0.164180262,17.74568865
Andorra,AND,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68329,41716,26613,0,32200,88.33,53.93,34.4,416266,Europe,77354,184,13911,0,127,0.164180262,17.98355612
Andorra,AND,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",82349,48445,33904,0,17752,106.46,62.63,43.83,229488,Europe,77354,767,14678,1,128,0.16547302,18.97510148
Andorra,AND,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95918,52910,43008,0,10473,124,68.4,55.6,135388,Europe,77354,355,15033,2,130,0.168058536,19.43403056
Andorra,AND,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",102032,54312,47720,0,6488,131.9,70.21,61.69,83869,Europe,77354,189,15222,0,130,0.168058536,19.67836182
Andorra,AND,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",104534,54999,49535,0,2268,135.14,71.1,64.04,29315,Europe,77354,294,15516,0,130,0.168058536,20.05843266
Andorra,AND,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",104534,54999,49535,0,1655,135.14,71.1,64.04,21394,Europe,77354,1599,17115,1,131,0.169351294,22.12555265
Andorra,AND,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",117246,57085,51392,0,13093,151.57,73.8,66.44,169260,Europe,77354,6625,23740,9,140,0.180986116,30.6900742
Andorra,AND,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",140193,57709,53104,0,21732,181.24,74.6,68.65,280937,Europe,77354,12218,35958,5,145,0.187449906,46.48499108
Andorra,AND,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",142420,57797,53250,0,1397,184.11,74.72,68.84,18060,Europe,77354,2041,37999,6,151,0.195206453,49.1235101
Angola,AGO,2021-03,Oxford/AstraZeneca,130750,130750,0,0,123619,0.39,0.39,0,3643,Africa,33933611,1504,22311,29,537,0.001582502,0.065748971
Angola,AGO,2021-04,Oxford/AstraZeneca,456349,456349,0,0,371211,1.34,1.34,0,10938,Africa,33933611,4341,26652,59,596,0.001756371,0.078541597
Angola,AGO,2021-05,Oxford/AstraZeneca,909215,679034,230181,0,385967,2.68,2,0.68,11373,Africa,33933611,7899,34551,170,766,0.002257349,0.101819403
Angola,AGO,2021-06,Oxford/AstraZeneca,1488292,943301,544991,0,591825,4.39,2.78,1.61,17439,Africa,33933611,4298,38849,134,900,0.002652238,0.114485311
Angola,AGO,2021-07,Oxford/AstraZeneca,1592537,958373,634164,0,175073,4.69,2.82,1.87,5158,Africa,33933611,3928,42777,111,1011,0.002979347,0.126060855
Angola,AGO,2021-08,Oxford/AstraZeneca,1841568,1110558,731010,0,301415,5.43,3.27,2.15,8883,Africa,33933611,4767,47544,206,1217,0.003586415,0.140108873
Angola,AGO,2021-09,Oxford/AstraZeneca,3134137,2127405,1006732,0,1280419,9.24,6.27,2.97,37733,Africa,33933611,9039,56583,320,1537,0.004529432,0.16674618
Angola,AGO,2021-10,Oxford/AstraZeneca,6164219,4498272,1665947,0,3069409,18.17,13.26,4.91,90455,Africa,33933611,7850,64433,173,1710,0.005039251,0.189879586
Angola,AGO,2021-11,Oxford/AstraZeneca,9026310,6266044,2760266,0,3037952,26.6,18.47,8.13,89528,Africa,33933611,735,65168,23,1733,0.005107031,0.19204558
Angola,AGO,2021-12,Oxford/AstraZeneca,11615144,7685417,3929727,0,2146793,34.23,22.65,11.58,63264,Africa,33933611,16425,81593,37,1770,0.005216067,0.240448917
Angola,AGO,2022-01,Oxford/AstraZeneca,14588435,9713546,4731866,0,3074376,42.99,28.63,13.94,90601,Africa,33933611,16523,98116,125,1895,0.005584434,0.289141053
Angola,AGO,2022-02,Oxford/AstraZeneca,16259606,10591264,5448403,0,1844281,47.92,31.21,16.06,54349,Africa,33933611,625,98741,5,1900,0.005599168,0.290982884
Angola,AGO,2022-03,Oxford/AstraZeneca,16633167,10780927,5609044,0,93390,49.02,31.77,16.53,2752,Africa,33933611,397,99138,0,1900,0.005599168,0.292152816
Anguilla,AIA,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech",3929,3929,0,1421,4265,25.98,25.98,0,281980,North America,15125,2,18,0,0,0,0.119008264
Anguilla,AIA,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech",5348,5348,0,0,1708,35.36,35.36,0,112922,North America,15125,7,25,0,0,0,0.165289256
Anguilla,AIA,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech",6898,6115,783,0,2627,45.61,40.43,5.18,173681,North America,15125,68,93,0,0,0,0.614876033
Anguilla,AIA,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech",14443,9004,5439,0,6189,95.49,59.53,35.96,409187,North America,15125,16,109,0,0,0,0.720661157
Anguilla,AIA,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech",15789,9264,6525,0,1619,104.39,61.25,43.14,107041,North America,15125,0,109,0,0,0,0.720661157
Anguilla,AIA,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech",18193,9428,8765,0,2158,120.28,62.33,57.95,142676,North America,15125,4,113,0,0,0,0.747107438
Anguilla,AIA,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech",18458,9493,8965,0,325,122.04,62.76,59.27,21487,North America,15125,104,217,0,0,0,1.434710744
Anguilla,AIA,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech",18584,9498,9086,0,168,122.87,62.8,60.07,11106,North America,15125,192,409,1,1,0.00661157,2.704132231
Anguilla,AIA,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech",18705,9548,9156,0,69,123.67,63.13,60.54,4562,North America,15125,535,944,0,1,0.00661157,6.241322314
Anguilla,AIA,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech",19730,9911,9156,0,894,130.45,65.53,60.54,59109,North America,15125,442,1386,3,4,0.026446281,9.163636364
Anguilla,AIA,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech",20284,10079,9223,0,1102,134.11,66.64,60.98,72853,North America,15125,288,1674,2,5,0.033057851,11.0677686
Anguilla,AIA,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech",21449,10193,9336,0,764,141.81,67.39,61.73,50503,North America,15125,650,2324,3,8,0.052892562,15.36528926
Anguilla,AIA,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech",22165,10370,9531,0,727,146.55,68.56,63.01,48063,North America,15125,231,2555,1,9,0.059504132,16.89256198
Anguilla,AIA,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech",22377,10439,9549,0,72,147.95,69.02,63.13,4760,North America,15125,145,2700,0,9,0.059504132,17.85123967
Antigua and Barbuda,ATG,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",0,0,0,0,10740,0,0,0,108780,North America,98728,496,730,7,14,0.014180374,0.739405235
Antigua and Barbuda,ATG,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",26836,26836,0,0,18580,27.18,27.18,0,188189,North America,98728,406,1136,14,28,0.028360749,1.150636091
Antigua and Barbuda,ATG,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",29754,29754,0,225,3568,30.14,30.14,0,36140,North America,98728,96,1232,4,32,0.032412284,1.247872944
Antigua and Barbuda,ATG,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",50329,33463,16866,3930,16565,50.98,33.89,17.08,167778,North America,98728,29,1260,10,42,0.042541123,1.276233693
Antigua and Barbuda,ATG,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",63995,36432,27563,1686,16985,64.82,36.9,27.92,172037,North America,98728,3,1263,0,42,0.042541123,1.279272344
Antigua and Barbuda,ATG,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",68850,38146,30704,1834,4947,69.74,38.64,31.1,50109,North America,98728,40,1303,1,43,0.043554007,1.3197877
Antigua and Barbuda,ATG,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",75069,41061,34008,432,5234,76.04,41.59,34.45,53013,North America,98728,412,1715,1,44,0.044566891,1.737095859
Antigua and Barbuda,ATG,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",93318,51148,42170,0,18246,94.52,51.81,42.71,184814,North America,98728,1516,3231,35,79,0.080017827,3.272627826
Antigua and Barbuda,ATG,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",106387,56269,50118,0,13762,107.76,56.99,50.76,139392,North America,98728,827,4058,23,102,0.103314156,4.110282797
Antigua and Barbuda,ATG,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",117637,61418,56219,0,11860,119.15,62.21,56.94,120126,North America,98728,83,4141,15,117,0.118507414,4.194352159
Antigua and Barbuda,ATG,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",121146,62283,58863,0,3235,122.71,63.09,59.62,32767,North America,98728,142,4283,2,119,0.120533182,4.338181671
Antigua and Barbuda,ATG,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",123555,63197,60358,0,2549,125.15,64.01,61.14,25816,North America,98728,2344,6627,8,127,0.128636253,6.712381493
Antigua and Barbuda,ATG,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",124726,63582,61144,0,1076,126.33,64.4,61.93,10898,North America,98728,810,7437,8,135,0.136739324,7.532817438
Antigua and Barbuda,ATG,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",125031,63704,61327,305,65,126.64,64.52,62.12,658,North America,98728,54,7491,0,135,0.136739324,7.587513167
Argentina,ARG,2020-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",32013,0,0,0,31312,0.07,0,0,686,South America,45605823,200981,1625514,4515,43245,0.094823418,3.564268536
Argentina,ARG,2021-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",366384,281023,85361,118451,337978,0.8,0.62,0.19,7410,South America,45605823,301725,1927239,4729,47974,0.105192708,4.225861684
Argentina,ARG,2021-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1025003,731571,293432,601076,523874,2.25,1.6,0.64,11487,South America,45605823,180126,2107365,3991,51965,0.113943783,4.620824407
Argentina,ARG,2021-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3891932,3214538,677394,2698447,2760800,8.53,7.05,1.49,60537,South America,45605823,241456,2348821,3893,55858,0.122479974,5.15026557
Argentina,ARG,2021-04,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",7865213,6926650,938563,3973281,3796176,17.25,15.19,2.06,83241,South America,45605823,628542,2977363,8007,63865,0.140036942,6.528471156
Argentina,ARG,2021-05,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",12257297,9476406,2780891,4392084,4306511,26.88,20.78,6.1,94428,South America,45605823,804421,3781784,14228,78093,0.171234713,8.292327057
Argentina,ARG,2021-06,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",20543325,16504606,4038719,8286028,8007917,45.05,36.19,8.86,175593,South America,45605823,688590,4470374,16211,94304,0.206780612,9.802200039
Argentina,ARG,2021-07,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",31877998,24966105,6911893,11334673,10974459,69.9,54.74,15.16,240636,South America,45605823,459390,4929764,11417,105721,0.231814696,10.80950562
Argentina,ARG,2021-08,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",42260571,27873340,14387231,9867857,10488864,92.66,61.12,31.55,229990,South America,45605823,255856,5185620,6091,111812,0.245170447,11.3705217
Argentina,ARG,2021-09,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",51711461,29676037,22088966,9450890,9785210,113.39,65.07,48.43,214559,South America,45605823,71282,5256902,3367,115179,0.252553276,11.52682191
Argentina,ARG,2021-10,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",60055004,34209029,25954716,7494411,8216680,131.68,75.01,56.91,180167,South America,45605823,31905,5288807,771,115950,0.25424385,11.59678009
Argentina,ARG,2021-11,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",68501283,36666900,29710785,5641519,8419808,150.2,80.4,65.15,184622,South America,45605823,41941,5330748,639,116589,0.255644986,11.68874422
Argentina,ARG,2021-12,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",76606972,38198270,32656474,6021646,7968392,167.98,83.76,71.61,174726,South America,45605823,323660,5654408,580,117169,0.256916754,12.3984343
Argentina,ARG,2022-01,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",87576885,39663948,34788229,6585562,11002649,192.03,86.97,76.28,241259,South America,45605823,2724248,8378656,4104,121273,0.265915605,18.37189957
Argentina,ARG,2022-02,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",93548907,40345388,36079836,5799487,6559447,205.12,88.47,79.11,143831,South America,45605823,522000,8900656,4879,126152,0.2766138,19.51649025
Argentina,ARG,2022-03,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",94214135,40412075,36228146,532272,846284,206.58,88.61,79.44,18556,South America,45605823,131506,9032162,1818,127970,0.280600133,19.80484378
Armenia,ARM,2021-03,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",565,565,0,0,0,0.02,0.02,0,0,Asia,2968128,20581,192639,323,3515,0.118424812,6.490252442
Armenia,ARM,2021-04,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",565,565,0,0,7830,0.02,0.02,0,2640,Asia,2968128,23425,216064,593,4108,0.138403735,7.279470427
Armenia,ARM,2021-05,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",33529,33529,0,0,24064,1.13,1.13,0,8109,Asia,2968128,6606,222670,330,4438,0.149521854,7.502034953
Armenia,ARM,2021-06,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",74714,58518,16196,0,43821,2.52,1.97,0.55,14763,Asia,2968128,2425,225095,76,4514,0.15208239,7.583736281
Armenia,ARM,2021-07,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",152529,108674,43855,0,85342,5.14,3.66,1.48,28756,Asia,2968128,5015,230110,100,4614,0.155451517,7.752697997
Armenia,ARM,2021-08,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",275138,176552,98586,0,108731,9.27,5.95,3.32,36630,Asia,2968128,12025,242135,230,4844,0.163200509,8.157835511
Armenia,ARM,2021-09,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",408535,264695,143840,0,146487,13.76,8.92,4.85,49354,Asia,2968128,19562,261697,475,5319,0.179203862,8.816904123
Armenia,ARM,2021-10,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",831856,579360,252496,0,363305,28.03,19.52,8.51,122400,Asia,2968128,46629,308326,1009,6328,0.213198353,10.38789432
Armenia,ARM,2021-11,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1236264,799403,436861,0,437568,41.65,26.93,14.72,147420,Asia,2968128,30192,338518,1239,7567,0.254941835,11.40510113
Armenia,ARM,2021-12,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",1626738,934028,692082,0,418445,54.81,31.47,23.32,140979,Asia,2968128,6412,344930,407,7972,0.268586799,11.62112955
