country,iso_code,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million,continent,population,new_cases,total_cases,new_deaths,total_deaths
Turks and Caicos Islands,TCA,2022-02,Pfizer/BioNTech,68176,31165,29160,0,1476,173.8,79.45,74.34,37630,North America,39226,216,5867,1,36
Tuvalu,TUV,2021-04,Oxford/AstraZeneca,2400,2400,0,0,0,20.13,20.13,0,0,Oceania,11925,0,,0,
Tuvalu,TUV,2021-05,Oxford/AstraZeneca,0,0,0,0,0,0,0,0,0,Oceania,11925,0,,0,
Tuvalu,TUV,2021-06,Oxford/AstraZeneca,4772,4772,0,0,3051,40.02,40.02,0,255851,Oceania,11925,0,,0,
Tuvalu,TUV,2021-07,Oxford/AstraZeneca,0,0,0,0,1767,0,0,0,148180,Oceania,11925,0,,0,
Tuvalu,TUV,2021-08,Oxford/AstraZeneca,10692,6167,4525,0,3474,89.66,51.71,37.95,291322,Oceania,11925,0,,0,
Tuvalu,TUV,2021-09,Oxford/AstraZeneca,10861,6209,4652,0,687,91.08,52.07,39.01,57610,Oceania,11925,0,,0,
Tuvalu,TUV,2021-10,Oxford/AstraZeneca,12114,6230,5884,0,660,101.58,52.24,49.34,55352,Oceania,11925,0,,0,
Uganda,UGA,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",90196,90196,0,89181,71316,0.19,0.19,0,1513,Africa,47123533,3021,127651,30,3253
Uganda,UGA,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",330077,330077,0,153432,242763,0.7,0.7,0,5152,Africa,47123533,3359,127651,32,3254
Uganda,UGA,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",672395,537440,4129,206630,286585,1.43,1.14,0.01,6087,Africa,47123533,6773,127655,913,3254
Uganda,UGA,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",861645,0,0,81678,264595,1.83,0,0,5611,Africa,47123533,22489,127756,677,3256
Uganda,UGA,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1143763,0,0,54881,270676,2.43,0,0,5744,Africa,47123533,8589,127775,614,3258
Uganda,UGA,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1297726,901900,242310,134275,250936,2.75,1.91,0.51,5326,Africa,47123533,26017,127822,230,3261
Uganda,UGA,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",2058553,1643067,415486,0,858420,4.37,3.49,0.88,18219,Africa,47123533,4288,127863,122,3263
Uganda,UGA,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",3269568,2854082,415486,0,1032122,6.94,6.06,0.88,21901,Africa,47123533,4227,127944,95,3265
Uganda,UGA,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",4751422,3838439,912983,0,3005868,10.08,8.15,1.94,63785,Africa,47123533,3368,127944,65,3267
Uganda,UGA,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",9763030,8354808,1408222,0,4573630,20.72,17.73,2.99,97055,Africa,47123533,15800,140737,86,3294
Uganda,UGA,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",12911692,10896664,2015028,0,1938792,27.4,23.12,4.28,41143,Africa,47123533,7718,163342,171,3588
Uganda,UGA,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",16672943,13809794,7679657,0,3698800,35.38,29.31,16.3,78493,Africa,47123533,2682,163342,25,3588
Ukraine,UKR,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",3141,3141,0,2982,4365,0.01,0.01,0,100,Europe,43466822,180662,3633386,4752,92418
Ukraine,UKR,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",248736,248734,2,245595,206711,0.57,0.57,0,4758,Europe,43466822,332377,3647777,7781,92960
Ukraine,UKR,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",752553,752293,260,503817,397426,1.73,1.73,0,9141,Europe,43466822,302196,3661583,9335,93426
Ukraine,UKR,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1161518,1032036,129706,408965,520932,2.67,2.37,0.3,11985,Europe,43466822,161661,3668794,6255,93734
Ukraine,UKR,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",2676654,1965658,711386,1515136,1368143,6.16,4.52,1.64,31476,Europe,43466822,107399,3673839,3767,94002
Ukraine,UKR,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",5594703,3571445,2023755,2918049,2727892,12.87,8.22,4.66,62758,Europe,43466822,115490,3683044,3319,94499
Ukraine,UKR,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",9239171,5413770,3843653,3644468,3641204,21.26,12.45,8.84,83768,Europe,43466822,125122,3692939,3605,94979
Ukraine,UKR,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",12747523,7072801,5695402,3508352,3536493,29.33,16.27,13.1,81359,Europe,43466822,207935,3705823,4979,95478
Ukraine,UKR,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",17695591,10245773,7470498,4948068,4637396,40.71,23.57,17.19,106686,Europe,43466822,470622,3717640,11973,95952
Ukraine,UKR,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",24747760,13468633,11299807,7052169,7116267,56.93,30.99,26,163718,Europe,43466822,365896,3728246,13379,96427
Ukraine,UKR,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",28457565,14713309,13755421,3709805,4046127,65.47,33.85,31.65,93083,Europe,43466822,199541,3847226,8207,102088
Ukraine,UKR,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",30366236,15347951,14665692,1908671,2007056,69.86,35.31,33.74,46172,Europe,43466822,394048,5040518,3139,112459
Ukraine,UKR,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",31683310,15729617,15221792,1317074,1316856,72.89,36.19,35.02,30297,Europe,43466822,369814,5040518,3314,112459
United Arab Emirates,ARE,2021-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",3334162,836568,250000,2507861,2166612,33.37,8.37,2.5,216858,Asia,9991083,85092,742109,187,2148
United Arab Emirates,ARE,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",6020461,3480415,2187849,2686299,2923661,60.26,34.84,21.9,292628,Asia,9991083,67230,742109,279,2148
United Arab Emirates,ARE,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",8308469,0,0,2288008,2204574,83.16,0,0,220652,Asia,9991083,57777,742163,173,2148
United Arab Emirates,ARE,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",10547584,5081853,3836521,1992738,2338481,105.57,50.86,38.4,234057,Asia,9991083,52342,742214,104,2148
United Arab Emirates,ARE,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",12870553,0,0,1765349,2288193,128.82,0,0,229023,Asia,9991083,49056,742328,108,2148
United Arab Emirates,ARE,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",15362342,0,0,2160296,2420349,153.76,0,0,242251,Asia,9991083,55104,742376,140,2149
United Arab Emirates,ARE,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",16795717,7803451,6972665,1102753,1556845,168.11,78.1,69.79,155824,Asia,9991083,47693,742438,124,2149
United Arab Emirates,ARE,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",18158991,8485738,7417604,1141811,1360204,181.75,84.93,74.24,136142,Asia,9991083,38542,742507,95,2149
United Arab Emirates,ARE,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",20052399,9296797,8248434,1599258,1915179,200.7,93.05,82.56,191689,Asia,9991083,25313,742567,92,2149
United Arab Emirates,ARE,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",21124819,9652930,8673845,860864,1098044,211.44,96.62,86.82,109904,Asia,9991083,17794,742641,65,2151
United Arab Emirates,ARE,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",21845924,9881456,8941872,649882,781353,218.65,98.9,89.5,78203,Asia,9991083,20965,742719,71,2151
United Arab Emirates,ARE,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",22406584,0,9059559,287958,722615,224.27,0,90.68,72325,Asia,9991083,37207,761937,57,2164
United Arab Emirates,ARE,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",23502501,9890188,9296954,604828,930348,235.23,98.99,93.05,93117,Asia,9991083,56862,880451,68,2301
United Arab Emirates,ARE,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",24119061,9890206,9485024,491876,629004,241.41,98.99,94.93,62957,Asia,9991083,18284,880970,23,2301
United Arab Emirates,ARE,2022-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",24232770,9890523,9524573,97143,113907,242.54,98.99,95.33,11401,Asia,9991083,10859,890699,3,2302
United Kingdom,GBR,2021-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9790576,9296367,494209,7112605,6442200,14.35,13.63,0.72,94450,Europe,68207114,949640,10294188,24779,145244
United Kingdom,GBR,2021-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21091267,20275451,815816,11300691,11399941,30.92,29.73,1.2,167138,Europe,68207114,455942,10347474,9665,145385
United Kingdom,GBR,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",35660902,31147444,4513458,14569635,14168071,52.28,45.67,6.62,207721,Europe,68207114,397928,10398307,4343,145528
United Kingdom,GBR,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",49319518,34362205,14957313,13658616,13624879,72.31,50.38,21.93,199760,Europe,68207114,341911,10440008,2636,145655
United Kingdom,GBR,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",65211877,39477158,25734719,15892359,16137738,95.61,57.88,37.73,236595,Europe,68207114,348344,10483560,2909,145709
United Kingdom,GBR,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",77909177,44860978,33048199,12697300,13171897,114.22,65.77,48.45,193116,Europe,68207114,560276,10534582,2825,145750
United Kingdom,GBR,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",85138553,46816382,38322171,7229376,7487935,124.82,68.64,56.19,109782,Europe,68207114,1002032,10579815,3615,145930
United Kingdom,GBR,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",90997895,48087908,42909987,5859342,6108628,133.41,70.5,62.91,89560,Europe,68207114,924456,10630676,4243,146092
United Kingdom,GBR,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",94633524,48863490,44901832,3635629,3113584,138.74,71.64,65.83,45650,Europe,68207114,888808,10680896,5654,146240
United Kingdom,GBR,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",103814905,49987325,45712351,9181381,9125877,152.21,73.29,67.02,133795,Europe,68207114,1137053,10739324,5198,146362
United Kingdom,GBR,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",116001687,50994257,46399306,12186782,11927826,170.07,74.76,68.03,174877,Europe,68207114,1047783,10791770,4364,146494
United Kingdom,GBR,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",133312817,51786768,47434251,17311130,17496813,195.45,75.93,69.54,256528,Europe,68207114,2425951,12964690,4937,148737
United Kingdom,GBR,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",138143343,52360487,48440773,4830526,5620412,202.54,76.77,71.02,82400,Europe,68207114,1988628,19036570,5180,161773
United Kingdom,GBR,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",139884311,52634448,49014524,1740968,1876381,205.09,77.17,71.86,27511,Europe,68207114,892556,19081606,2532,161848
United Kingdom,GBR,2022-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",140156950,52672968,49106830,272639,278454,205.49,77.23,72,4082,Europe,68207114,1793049,21052726,2800,165125
United States,USA,2020-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",5643223,5506385,40246,5614279,4132796,1.7,1.66,0.01,12449,North America,332915074,4636762,20191906,61135,351755
United States,USA,2021-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",37691133,29658221,7310285,32047910,29882180,11.35,8.93,2.2,90004,North America,332915074,4478551,48720676,76966,783858
United States,USA,2021-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",87534224,55931230,29721427,49843091,47494402,26.37,16.85,8.95,143051,North America,332915074,2242100,48859590,50367,787768
United States,USA,2021-03,"Johnson&Johnson, Moderna, Pfizer/BioNTech",171522308,108473150,63919780,83988084,80648936,51.66,32.67,19.25,242911,North America,332915074,2268480,49018281,34911,789343
United States,USA,2021-04,"Johnson&Johnson, Moderna, Pfizer/BioNTech",261735471,152548818,113756270,90213163,91284247,78.83,45.95,34.26,274943,North America,332915074,2046152,49084911,28052,790013
United States,USA,2021-05,"Johnson&Johnson, Moderna, Pfizer/BioNTech",312073402,172886939,145451729,50337931,56755403,94,52.07,43.81,170945,North America,332915074,1444245,49140144,27010,790400
United States,USA,2021-06,"Johnson&Johnson, Moderna, Pfizer/BioNTech",337336852,182756123,161880339,25263450,25632487,101.6,55.05,48.76,77206,North America,332915074,1455458,49317382,21681,791824
United States,USA,2021-07,"Johnson&Johnson, Moderna, Pfizer/BioNTech",353776126,192463728,169210345,16439274,16059817,106.56,57.97,50.97,48373,North America,332915074,2197798,49430741,22830,793390
United States,USA,2021-08,"Johnson&Johnson, Moderna, Pfizer/BioNTech",377926322,206010535,178924069,24150196,23721014,113.83,62.05,53.89,71446,North America,332915074,4078008,49580726,36904,795206
United States,USA,2021-09,"Johnson&Johnson, Moderna, Pfizer/BioNTech",400404626,214576768,188729809,22478304,21873952,120.6,64.63,56.84,65883,North America,332915074,3519913,49705274,56232,796771
United States,USA,2021-10,"Johnson&Johnson, Moderna, Pfizer/BioNTech",429277183,221339939,194945848,28872557,28629011,129.3,66.67,58.72,86228,North America,332915074,2538046,49863441,45186,798571
United States,USA,2021-11,"Johnson&Johnson, Moderna, Pfizer/BioNTech",470750753,233242881,199927371,41473570,40939288,141.79,70.25,60.22,123307,North America,332915074,2491423,49920272,30678,799171
United States,USA,2021-12,"Johnson&Johnson, Moderna, Pfizer/BioNTech",516103937,243724620,207525509,45353184,45480235,155.45,73.41,62.51,136986,North America,332915074,5882995,54835075,45307,827879
United States,USA,2022-01,"Johnson&Johnson, Moderna, Pfizer/BioNTech",543804593,251141577,212203630,27700656,29743671,163.79,75.64,63.92,89585,North America,332915074,12222791,79098368,47609,953378
United States,USA,2022-02,"Johnson&Johnson, Moderna, Pfizer/BioNTech",554343296,253871652,215129189,10538703,11479763,166.97,76.47,64.8,34575,North America,332915074,1987678,79151781,36373,955467
United States,USA,2022-03,"Johnson&Johnson, Moderna, Pfizer/BioNTech",555332256,254132442,215398091,988960,1500250,167.26,76.54,64.88,4519,North America,332915074,1870183,80019128,18952,978648
Uruguay,URY,2021-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",400,400,0,17,17,0.01,0.01,0,5,South America,3485152,22043,400275,274,6132
Uruguay,URY,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",687843,636184,51659,687443,583621,19.74,18.25,1.48,167459,South America,3485152,46906,400542,499,6132
Uruguay,URY,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1875043,1183835,691208,1187200,1183022,53.8,33.97,19.83,339447,South America,3485152,65472,400821,1292,6132
Uruguay,URY,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",2848272,1815328,1032944,973229,1017218,81.73,52.09,29.64,291870,South America,3485152,79180,400925,1237,6134
Uruguay,URY,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",3953596,2274465,1679131,1105324,1067717,113.44,65.26,48.18,306362,South America,3485152,47431,401103,842,6136
Uruguay,URY,2021-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",4818249,2575882,2242367,864653,937765,138.25,73.91,64.34,269075,South America,3485152,17014,401340,336,6137
Uruguay,URY,2021-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",5610373,2646885,2522042,792124,740998,160.98,75.95,72.37,212614,South America,3485152,15723,401640,227,6138
Uruguay,URY,2021-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",6289390,2705407,2584710,679017,721227,180.46,77.63,74.16,206942,South America,3485152,18247,401897,264,6140
Uruguay,URY,2021-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",6652082,2732647,2635312,362692,403016,190.87,78.41,75.62,115637,South America,3485152,16897,402149,210,6141
Uruguay,URY,2021-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",6798121,2753411,2660163,146039,157505,195.06,79,76.33,45193,South America,3485152,16712,402383,196,6142
Uruguay,URY,2021-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",6968015,2769312,2676342,169894,165480,199.93,79.46,76.79,47483,South America,3485152,22538,413383,235,6170
Uruguay,URY,2022-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",7427850,2902331,2692686,459835,436920,213.13,83.28,77.26,125366,South America,3485152,209547,844400,316,6991
Uruguay,URY,2022-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",7622437,2964816,2731639,194587,213115,218.71,85.07,78.38,61149,South America,3485152,83746,846868,285,7005
Uzbekistan,UZB,2021-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",0,0,0,0,0,0,0,0,0,Asia,33935765,6233,193893,32,1413
Uzbekistan,UZB,2021-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",600369,600369,0,78652,633285,1.77,1.77,0,18661,Asia,33935765,9444,194105,45,1416
Uzbekistan,UZB,2021-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",1642744,1199354,443390,0,1238533,4.84,3.53,1.31,36493,Asia,33935765,8761,194333,50,1418
Uzbekistan,UZB,2021-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",2695058,1623764,1002919,0,1906404,7.94,4.78,2.96,56179,Asia,33935765,11573,194556,61,1421
Uzbekistan,UZB,2021-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",5803255,3667979,1023425,0,3400151,17.1,10.81,3.02,100197,Asia,33935765,16799,194703,130,1424
Uzbekistan,UZB,2021-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",14629853,9567976,1232807,2599828,6776508,43.11,28.19,3.63,199688,Asia,33935765,20051,194904,153,1425
Uzbekistan,UZB,2021-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",20781994,11491111,4539621,1675883,6118344,61.24,33.86,13.38,180291,Asia,33935765,13336,195098,112,1428
Uzbekistan,UZB,2021-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",26032029,13499070,5882086,3561506,5611650,76.71,39.78,17.33,165360,Asia,33935765,10712,195246,75,1430
Uzbekistan,UZB,2021-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",33672515,17487499,0,3904994,7354288,99.22,51.53,0,216712,Asia,33935765,8028,195524,82,1434
Uzbekistan,UZB,2021-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",39036802,18056727,11102403,2857225,5691113,115.03,53.21,32.72,167703,Asia,33935765,6989,198903,74,1485
Uzbekistan,UZB,2022-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",40165642,18071812,11925969,448984,1458845,118.36,53.25,35.14,42986,Asia,33935765,21773,236501,61,1636
Uzbekistan,UZB,2022-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",42121870,18446210,13160671,0,1707407,124.12,54.36,38.78,50310,Asia,33935765,4675,236596,40,1637
Vanuatu,VUT,2021-06,Oxford/AstraZeneca,7462,7462,0,0,9059,2.37,2.37,0,28806,Oceania,314464,0,6,0,1
Vanuatu,VUT,2021-07,Oxford/AstraZeneca,23995,23881,114,0,15541,7.63,7.59,0.04,49420,Oceania,314464,0,6,0,1
Vanuatu,VUT,2021-08,Oxford/AstraZeneca,38250,31654,6596,0,12595,12.16,10.07,2.1,40051,Oceania,314464,2,6,0,1
Vanuatu,VUT,2021-09,Oxford/AstraZeneca,57184,42840,14344,0,27473,18.18,13.62,4.56,87364,Oceania,314464,0,6,0,1
Vanuatu,VUT,2021-10,Oxford/AstraZeneca,96536,65982,30554,0,35891,30.7,20.98,9.72,114134,Oceania,314464,2,6,0,1
Vanuatu,VUT,2021-11,Oxford/AstraZeneca,129582,89472,40110,0,33668,41.21,28.45,12.76,107063,Oceania,314464,0,6,0,1
Vanuatu,VUT,2021-12,Oxford/AstraZeneca,152711,102308,50403,0,24767,48.56,32.53,16.03,78756,Oceania,314464,1,7,0,1
Vanuatu,VUT,2022-01,Oxford/AstraZeneca,178464,109176,69288,0,21466,56.75,34.72,22.03,68250,Oceania,314464,0,18,0,1
Vanuatu,VUT,2022-02,Oxford/AstraZeneca,199464,114284,85180,0,14986,63.43,36.34,27.09,47660,Oceania,314464,11,18,0,1
Venezuela,VEN,2021-02,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",157,157,0,0,3888,0,0,0,135,South America,28704947,18379,433208,234,5170
Venezuela,VEN,2021-03,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",14223,14223,0,0,36085,0.05,0.05,0,1254,South America,28704947,27055,433660,321,5177
Venezuela,VEN,2021-04,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",250000,250000,0,0,236904,0.87,0.87,0,8252,South America,28704947,31359,434133,466,5186
Venezuela,VEN,2021-05,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",316000,316000,0,0,205145,1.1,1.1,0,7143,South America,28704947,35420,434918,467,5193
Venezuela,VEN,2021-06,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",1466988,1223130,223858,0,1204859,5.11,4.26,0.78,41973,South America,28704947,33498,434918,435,5193
Venezuela,VEN,2021-07,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",4000000,2900000,1100000,0,2614617,13.93,10.1,3.83,91083,South America,28704947,31926,435461,452,5202
Venezuela,VEN,2021-08,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",9342817,6006270,3336547,0,5020246,32.55,20.92,11.62,174891,South America,28704947,27266,435825,359,5208
Venezuela,VEN,2021-09,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",15714857,9731808,5983049,0,6187543,54.75,33.9,20.84,215556,South America,28704947,33823,436602,426,5223
Venezuela,VEN,2021-10,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",16127242,9926613,6190629,0,5639291,56.18,34.58,21.57,196453,South America,28704947,34206,437113,404,5229
Venezuela,VEN,2021-11,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",26314390,16415684,9858581,0,4913692,91.67,57.19,34.34,171174,South America,28704947,21268,437887,255,5234
Venezuela,VEN,2021-12,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",30049714,18393519,11608305,0,5376466,104.68,64.08,40.44,187299,South America,28704947,17195,444635,233,5328
Venezuela,VEN,2022-01,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",35352675,20836636,13669072,0,4002959,123.16,72.59,47.62,139465,South America,28704947,36437,515124,80,5636
Venezuela,VEN,2022-02,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",37860994,22157232,14287370,0,2419451,131.9,77.19,49.77,84288,South America,28704947,14365,515582,119,5639
Vietnam,VNM,2021-03,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",49743,49743,0,49743,47124,0.05,0.05,0,478,Asia,98168829,60399,1280780,1465,25858
Vietnam,VNM,2021-04,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",519262,509855,9407,469519,302631,0.53,0.52,0.01,3082,Asia,98168829,44285,1294778,999,26061
Vietnam,VNM,2021-05,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1102099,1071497,30602,37208,715067,1.12,1.09,0.03,7285,Asia,98168829,51742,1309092,1095,26260
Vietnam,VNM,2021-06,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",3776980,3583939,193041,2520356,2302538,3.85,3.65,0.2,23453,Asia,98168829,51284,1323683,1037,26483
Vietnam,VNM,2021-07,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",6203866,5583255,620611,2426886,1971224,6.32,5.69,0.63,20080,Asia,98168829,170883,1337523,2139,26700
