total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,new_cases,new_deaths,%deaths,%cases,clusters
187228,185.24,79.0,74.54,101073,0,0,0.0,0.0,1
209935,207.71,80.6,76.18,101073,0,0,0.0,0.0,1
219845,217.51,81.37,77.39,101073,0,0,0.0,0.0,1
222371,220.01,81.77,78.1,101073,0,0,0.0,0.0,1
40000,0.39,0.39,0.0,10269022,32361,482,0.042029319,3.182922385,0
150000,1.46,0.49,0.29,10269022,64235,385,0.045778459,3.808444465,0
409203,3.98,2.97,1.02,10269022,220487,2157,0.06678338,5.955552535,0
919922,8.96,6.81,2.15,10269022,99796,1978,0.086045195,6.927368546,0
1904235,18.54,13.75,4.79,10269022,25161,626,0.092141199,7.17238701,0
3907618,38.05,24.24,13.82,10269022,14870,288,0.09494575,7.317191452,0
5214727,50.78,29.11,21.67,10269022,19308,282,0.097691874,7.505213252,0
6422943,62.55,33.81,28.74,10269022,26414,379,0.101382585,7.762433463,1
7002305,68.19,36.16,32.03,10269022,26793,307,0.104372159,8.023344385,1
7476831,72.81,38.47,34.34,10269022,38622,320,0.107488328,8.399446413,1
7884721,76.78,40.29,36.49,10269022,91402,570,0.113039002,9.289521436,1
8265793,80.49,42.18,38.31,10269022,109462,1045,0.123215239,10.3554652,1
9147386,89.08,44.48,40.76,10269022,161904,564,0.128707485,11.93209051,1
9491363,92.43,45.41,42.23,10269022,406399,618,0.134725585,15.88961442,1
9649298,93.97,45.71,42.7,10269022,60777,196,0.136634238,16.4814624,1
0,0.0,0.0,0.0,18994958,34648,377,0.016456999,1.241613696,0
22294,0.12,0.11,0.01,18994958,26871,263,0.017841577,1.383077551,0
109995,0.58,0.48,0.1,18994958,34757,2523,0.031124049,1.566057688,0
1559836,8.21,6.81,1.4,18994958,78067,649,0.034540745,1.977045698,0
3170032,16.69,11.13,5.56,18994958,67396,760,0.038541807,2.331855643,0
5335768,28.09,17.56,10.53,18994958,39751,438,0.040847682,2.541126966,0
9101581,47.92,28.27,19.64,18994958,210158,1318,0.047786365,3.376622365,0
11995502,63.15,34.9,28.25,18994958,230112,3859,0.068102283,4.546369621,0
14168795,74.59,40.13,34.46,18994958,99261,3252,0.083743275,5.068934609,1
15782394,83.09,43.65,39.44,18994958,57422,1171,0.089908069,5.371235883,1
16787821,88.38,45.92,42.46,18994958,34708,767,0.093945983,5.553958056,1
17501273,92.14,47.31,44.83,18994958,17546,366,0.09587281,5.646329937,1
17941272,94.45,48.36,46.09,18994958,252775,297,0.097436383,6.977077812,1
20884314,109.95,49.4,47.31,18994958,65377,429,0.099694877,7.32125862,1
20918681,110.13,49.46,47.44,18994958,3019,74,0.100084454,7.337152312,1
161771,0.29,0.29,0.0,54985702,28085,297,0.003915563,0.243805199,0
853081,1.55,1.55,0.0,54985702,25260,571,0.004954015,0.289744414,0
969692,1.76,1.76,0.0,54985702,11417,448,0.005768772,0.310507994,0
1378585,2.51,1.83,0.67,54985702,13426,462,0.006608991,0.33492525,0
1712550,3.11,1.92,1.19,54985702,19052,297,0.007149131,0.369574258,0
2773239,5.04,3.58,1.46,54985702,32650,795,0.008594962,0.42895333,0
3761876,6.84,5.2,1.65,54985702,13571,397,0.009316968,0.453634292,0
5321880,9.68,6.71,2.97,54985702,3876,158,0.009604315,0.460683397,0
7175590,13.05,8.47,5.02,54985702,1778,54,0.009702522,0.463916965,0
10002184,18.19,10.79,7.56,54985702,39940,43,0.009780724,0.53655403,0
12252574,22.28,11.95,10.06,54985702,26353,205,0.010153549,0.584481035,0
16617398,30.22,15.94,13.82,54985702,1565,56,0.010255393,0.587327229,0
16740060,30.44,16.03,13.95,54985702,449,9,0.010271761,0.588143805,0
0,0.0,0.0,0.0,121388,0,0,0.0,0.001647609,0
0,0.0,0.0,0.0,121388,0,0,0.0,0.001647609,0
13970,11.51,11.51,0.0,121388,0,0,0.0,0.001647609,0
36332,29.93,24.24,5.69,121388,0,0,0.0,0.001647609,0
65279,53.78,44.51,9.27,121388,0,0,0.0,0.001647609,0
82167,67.69,49.01,18.68,121388,0,0,0.0,0.001647609,0
82167,67.69,49.01,18.68,121388,0,0,0.0,0.001647609,0
111686,92.01,58.62,33.39,121388,458,0,0.0,0.378950143,1
120594,99.35,61.44,37.91,121388,2454,11,0.009061851,2.400566778,1
126919,104.56,63.01,41.54,121388,155,2,0.010709461,2.524961281,1
0,0.0,0.0,0.0,1782115,20730,274,0.104707048,5.004222511,0
22096,1.24,1.24,0.0,1782115,14457,268,0.119745359,5.81544962,0
55237,3.1,3.1,0.0,1782115,3364,114,0.126142252,6.004214094,0
179029,10.05,7.71,2.33,1782115,756,14,0.126927836,6.046635599,0
428818,24.06,15.86,8.2,1782115,607,7,0.127320627,6.080696251,0
825745,46.34,30.8,15.54,1782115,36621,234,0.140451093,8.135614144,0
1328825,74.56,44.77,29.79,1782115,15086,450,0.165701989,8.982136394,1
1566251,87.89,47.03,40.68,1782115,690,24,0.167048703,9.020854434,1
1615360,90.64,47.91,42.74,1782115,329,7,0.167441495,9.039315645,1
1673578,93.91,49.6,43.92,1782115,393,6,0.167778174,9.061368094,1
1777085,99.72,50.15,45.18,1782115,44454,25,0.169181001,11.55581991,1
1812571,101.71,50.47,45.78,1782115,20310,99,0.174736198,12.695477,1
1816329,101.92,50.53,45.88,1782115,1161,18,0.175746234,12.76062431,1
2500,0.06,0.06,0.0,4328553,7949,54,0.02157765,3.478853095,0
35000,0.81,0.81,0.0,4328553,14673,25,0.02215521,3.817834736,0
175000,4.04,3.17,0.88,4328553,25595,124,0.025019909,4.409140884,0
604861,13.97,11.55,0.88,4328553,41251,230,0.030333462,5.36213834,0
1000000,23.1,18.99,0.88,4328553,41888,250,0.036109065,6.329852031,0
1820000,42.05,18.99,0.88,4328553,35231,209,0.040937468,7.143772988,0
1820000,42.05,18.99,0.88,4328553,47465,197,0.045488643,8.240328812,0
2375455,54.88,33.55,21.33,4328553,41144,351,0.053597588,9.190854311,0
2668082,61.64,33.55,21.33,4328553,12029,99,0.055884726,9.468753184,0
2668082,61.64,33.55,21.33,4328553,1795,30,0.056577799,9.510222007,0
2668082,61.64,33.55,21.33,4328553,1023,12,0.056855028,9.533855771,0
6578646,151.98,76.34,73.13,4328553,684,4,0.056947437,9.549657819,1
6942690,160.39,77.03,74.31,4328553,3773,3,0.057016744,9.636823206,1
7332551,169.4,77.78,75.22,4328553,128582,29,0.057686714,12.60737711,1
7567520,174.83,78.35,75.68,4328553,74177,41,0.058633913,14.32104447,1
7592265,175.4,78.4,75.71,4328553,9084,16,0.059003552,14.53090675,1
0,0.0,0.0,0.0,6628347,2287,34,0.022630077,1.335747812,0
27858,0.42,0.41,0.01,6628347,6737,104,0.024199095,1.437387029,0
54101,0.82,0.56,0.09,6628347,9454,204,0.027276786,1.580016858,0
173700,2.62,1.51,1.11,6628347,20274,192,0.030173435,1.885884973,0
570564,8.61,6.85,1.76,6628347,37889,325,0.035076619,2.457505619,0
1141442,17.22,10.34,6.84,6628347,12842,203,0.038139222,2.651249248,0
1459330,22.02,12.55,9.39,6628347,2798,79,0.039331073,2.693461884,0
1741064,26.27,14.84,11.38,6628347,2727,64,0.040296623,2.734603363,0
2021768,30.5,16.9,13.51,6628347,2092,75,0.041428127,2.766164777,0
2255224,34.02,18.58,14.95,6628347,1338,56,0.042272983,2.786350805,0
2498929,37.7,20.14,14.95,6628347,13627,78,0.043449747,2.991937507,0
2739073,41.32,21.75,17.56,6628347,2211,78,0.044626511,3.02529424,0
2782907,41.98,21.97,17.86,6628347,382,28,0.045048939,3.031057366,0
40732,0.55,0.55,0.0,7379358,4,0,0.0,0.000664014,0
184387,2.5,1.71,0.79,7379358,708,0,0.0,0.010258345,0
865694,11.73,8.65,3.08,7379358,1155,3,4.07e-05,0.025910113,0
1416267,19.19,12.01,7.18,7379358,209,0,4.07e-05,0.028742338,0
2050711,27.79,15.99,13.39,7379358,4178,4,9.49e-05,0.085359729,0
4238543,57.44,33.12,24.32,7379358,8716,7,0.000189718,0.203472985,0
4402770,59.66,40.43,28.19,7379358,8831,4,0.000243924,0.323144642,0
4402770,59.66,44.07,37.63,7379358,16425,47,0.000880835,0.54572498,0
5830021,79.0,50.75,42.0,7379358,33467,105,0.002303723,0.999246818,1
5830021,79.0,50.75,42.0,7379358,37322,202,0.005041089,1.505008972,1
7808722,105.82,63.06,51.97,7379358,22793,175,0.007412569,1.81388408,1
9215226,124.88,66.52,58.35,7379358,8890,74,0.008415366,1.934355265,1
9454997,128.13,69.04,59.09,7379358,28696,43,0.008984521,2.323223782,1
2332,0.12,0.12,0.0,1866934,23829,429,0.034012986,2.190971936,0
24224,1.3,0.93,0.36,1866934,25337,560,0.06400869,3.548116859,0
63865,3.42,2.49,0.93,1866934,19945,423,0.08666616,4.616446002,0
142995,7.66,6.33,1.33,1866934,16177,281,0.101717575,5.482946907,0
322472,17.27,14.33,2.97,1866934,16195,232,0.114144367,6.350411959,0
765283,40.99,27.23,14.78,1866934,14641,245,0.127267488,7.134638932,0
1121138,60.05,33.45,29.51,1866934,4230,137,0.134605723,7.361213626,1
1321694,70.79,39.39,36.58,1866934,1434,43,0.136908964,7.438024054,1
1477215,79.13,44.26,40.75,1866934,3774,22,0.138087367,7.640173675,1
1637902,87.73,49.05,45.82,1866934,15654,139,0.145532729,8.478660735,1
1959960,104.98,62.25,54.35,1866934,60848,536,0.174242903,11.73790825,1
2274816,121.85,68.41,63.85,1866934,34520,926,0.223842942,13.58692916,1
2556176,136.92,70.42,67.62,1866934,23015,391,0.244786372,14.81969904,1
2788495,149.36,71.65,68.98,1866934,116090,303,0.26101619,21.03791564,1
2853505,152.84,71.89,69.57,1866934,260356,366,0.280620525,34.98356128,1
2859927,153.19,71.91,69.63,1866934,141327,357,0.299742787,42.55356644,1
40593,0.6,0.6,0.0,6769151,73998,1610,0.069314453,5.540576654,0
216286,3.2,1.97,1.23,6769151,93350,1542,0.092094267,6.919626996,0
461726,6.82,4.33,2.49,6769151,58178,1044,0.107517176,7.779084851,0
774435,11.44,7.71,3.73,6769151,13810,451,0.114179755,7.983098619,0
1349156,19.93,13.44,6.49,6769151,4478,122,0.115982049,8.049251671,0
1946891,28.76,16.45,12.31,6769151,16514,55,0.116794558,8.293211364,0
2457930,36.31,20.2,16.11,6769151,40886,147,0.118966175,8.897216209,0
2914325,43.05,23.78,19.27,6769151,21964,272,0.122984404,9.221688215,0
3293076,48.65,26.08,22.48,6769151,17794,177,0.125599207,9.484557221,0
3601289,53.2,28.29,24.91,6769151,28632,223,0.128893564,9.907534933,1
4379487,64.7,33.28,27.05,6769151,57274,394,0.134714087,10.75363809,1
4902087,72.42,36.02,29.83,6769151,193278,487,0.14190849,13.60891491,1
5176128,76.47,36.81,31.86,6769151,147502,485,0.149073348,15.78794741,1
5209293,76.96,36.92,32.07,6769151,22703,201,0.152042701,16.12333659,1
0,0.0,0.0,0.0,2159067,215,23,0.014589635,0.495862333,0
16000,0.74,0.74,0.0,2159067,25,1,0.014635952,0.497020241,0
36759,1.7,1.7,0.01,2159067,100,10,0.015099115,0.501651871,0
36759,1.7,1.7,0.01,2159067,513,3,0.015238063,0.525412134,0
72948,3.38,1.7,0.91,2159067,1564,45,0.017322297,0.597850831,0
201795,9.35,3.32,1.49,2159067,1487,29,0.01866547,0.666723173,0
359980,16.67,15.04,14.65,2159067,0,0,0.01866547,0.666723173,0
383341,17.75,16.11,15.72,2159067,7240,255,0.030476127,1.002053202,0
617671,28.61,26.95,26.51,2159067,144,4,0.030661392,1.008722749,0
857925,39.74,36.23,33.7,2159067,6629,3,0.030800341,1.315753518,0
857925,39.74,36.23,33.7,2159067,3768,28,0.032097198,1.490273345,0
857925,39.74,36.23,33.7,2159067,436,3,0.032236146,1.510467253,0
926760,42.92,36.23,33.7,2159067,268,1,0.032282463,1.522880022,0
56144,1.08,1.08,0.0,5180208,80,1,0.001660165,0.042063948,0
82212,1.59,1.54,0.05,5180208,1721,41,0.002451639,0.075286552,0
82212,1.59,1.54,0.05,5180208,1504,21,0.002857028,0.104320135,0
82212,1.59,1.54,0.05,5180208,190,97,0.00472954,0.107987942,0
82212,1.59,1.54,0.05,5180208,328,41,0.005521014,0.114184604,0
438430,8.46,7.06,6.66,5180208,13,1,0.005540318,0.112196267,0
597913,11.54,9.78,9.19,5180208,12,0,0.005540318,0.112427918,0
880313,16.99,15.15,14.58,5180208,454,0,0.005540318,0.121192045,0
1146910,22.14,19.67,19.05,5180208,994,3,0.005598231,0.140380463,0
1200630,23.18,21.56,20.94,5180208,112,4,0.005675448,0.142542539,0
750,0.01,0.01,0.0,6958538,18551,362,0.043529259,2.550938142,0
106559,1.53,1.53,0.0,6958538,8268,97,0.04492323,2.669756205,0
379404,5.45,5.45,0.0,6958538,7698,67,0.045886075,2.780382891,0
546745,7.86,7.86,0.0,6958538,55640,316,0.050427259,3.579976139,0
1031060,14.82,13.67,0.75,6958538,59858,738,0.061032935,4.440185568,0
1586055,22.79,19.86,2.93,6958538,31112,404,0.066838753,4.88729098,0
1988280,28.57,22.21,6.36,6958538,17254,448,0.073276887,5.135245363,0
2335862,33.57,24.19,9.37,6958538,15298,357,0.078407275,5.355090394,0
2679874,38.51,26.65,11.87,6958538,16098,254,0.082057467,5.586432092,0
3051024,43.85,29.19,14.31,6958538,40932,307,0.086469313,6.174659102,0
3324621,47.78,31.03,15.69,6958538,64780,244,0.089975797,7.10560178,0
3353611,48.19,31.22,15.83,6958538,7164,150,0.092131422,7.208554441,0
0,0.0,0.0,0.0,38254,909,27,0.115020651,5.805928792,0
841,2.2,2.14,0.0,38254,344,9,0.138547603,6.705181158,0
2602,6.8,4.87,2.14,38254,83,2,0.143775814,6.922151932,0
6103,15.95,11.46,5.16,38254,105,1,0.14638992,7.196633032,0
13002,33.99,23.55,11.37,38254,268,0,0.14638992,7.897213363,0
21844,57.1,34.13,24.06,38254,82,1,0.149004026,8.111570032,1
32497,84.95,51.01,35.22,38254,28,1,0.151618131,8.184764992,1
39224,102.54,54.3,49.62,38254,56,0,0.151618131,8.331154912,1
43159,112.82,60.28,53.97,38254,204,0,0.151618131,8.864432478,1
46881,122.55,64.19,60.09,38254,166,0,0.151618131,9.298374026,1
48746,127.43,65.58,63.93,38254,105,3,0.159460449,9.572855126,1
51147,133.7,67.29,65.49,38254,1016,0,0.159460449,12.22878653,1
63010,164.71,68.37,66.93,38254,1453,8,0.180373294,16.02708214,1
69083,180.59,69.65,68.08,38254,2797,4,0.190829717,23.33873582,1
70228,183.58,69.81,68.89,38254,3073,5,0.203900246,31.37188268,1
70228,183.58,69.81,68.89,38254,4175,6,0.21958488,42.28577404,1
9755,0.36,0.36,0.0,2689862,80644,1176,0.066769225,5.277408283,0
94843,3.53,2.69,0.83,2689862,40588,1012,0.104391973,6.786333277,0
240938,8.96,6.19,2.77,2689862,16602,436,0.120600983,7.403539661,0
522596,19.43,13.14,6.29,2689862,16974,330,0.13286927,8.034575751,0
990797,36.83,25.65,11.19,2689862,31150,349,0.145843913,9.192627726,0
1614077,60.01,37.92,22.73,2689862,27114,343,0.158595497,10.20063483,1
2246367,83.51,46.17,39.15,2689862,4386,117,0.162945162,10.36369152,1
2583395,96.04,52.61,46.47,2689862,4049,32,0.164134814,10.51421969,1
3000671,111.55,61.71,56.34,2689862,16007,146,0.169562602,11.10930598,1
3227062,119.97,65.03,61.21,2689862,32858,432,0.185622906,12.33085563,1
3396599,126.27,67.37,64.16,2689862,77032,880,0.218338339,15.19464567,1
3705038,137.74,69.54,66.29,2689862,61583,864,0.250458945,17.48409398,1
4131613,153.6,71.3,68.11,2689862,49299,650,0.274623754,19.31686458,1
4414833,164.13,72.21,69.2,2689862,159916,485,0.292654419,25.26200229,1
4450876,165.47,72.36,69.53,2689862,223041,549,0.313064388,33.55391466,1
4454744,165.61,72.38,69.55,2689862,116204,464,0.329310574,37.87398759,1
1251,0.2,0.2,0.0,634814,11737,174,0.077975596,7.311590482,0
12433,1.96,1.69,0.26,634814,3973,82,0.090892765,7.937443094,0
37807,5.96,4.27,1.69,634814,4722,60,0.100344353,8.681283021,0
95693,15.07,11.52,3.55,634814,6532,109,0.117514737,9.710245836,0
196286,30.92,22.74,5.97,634814,5563,50,0.125391059,10.58656551,0
351210,55.32,36.18,5.97,634814,2727,19,0.128384062,11.01614016,0
551943,86.95,53.73,5.97,634814,855,3,0.128856641,11.15082528,1
710384,111.9,61.96,5.97,634814,3083,4,0.129486747,11.63647935,1
763056,120.2,64.08,5.97,634814,1890,8,0.130746959,11.93420435,1
789507,124.37,65.94,5.97,634814,2459,5,0.131534591,12.32156191,1
831766,131.03,68.33,5.97,634814,3464,8,0.132794803,12.86723355,1
914407,144.04,70.4,5.97,634814,7498,32,0.137835649,14.04836692,1
1076394,169.56,73.16,5.97,634814,14585,40,0.144136708,16.34589029,1
1231193,193.95,75.0,5.97,634814,54219,37,0.149965187,24.88681724,1
1269439,199.97,75.51,71.85,634814,25192,39,0.156108718,28.85522373,1
1273195,200.56,75.58,71.85,634814,29213,44,0.163039883,33.45704411,1
14426,2.19,2.19,0.0,658391,1,0,0.0,0.007290501,0
51017,7.75,7.75,0.0,658391,0,0,0.0,0.007290501,0
104136,15.82,10.36,5.48,658391,1,0,0.0,0.007442386,0
173404,26.34,16.55,9.89,658391,2,0,0.0,0.007746157,0
340645,51.74,35.7,16.26,658391,3,0,0.0,0.008201813,0
509754,77.42,43.24,34.46,658391,5,0,0.0,0.00896124,0
598356,90.88,49.54,41.63,658391,4,0,0.0,0.009568782,1
672372,102.12,55.25,47.19,658391,8,0,0.0,0.010783866,1
790170,120.02,68.5,52.13,658391,6,0,0.0,0.011695178,1
918971,139.58,73.55,66.15,658391,0,0,0.0,0.011695178,1
972604,147.72,74.9,70.11,658391,2,0,0.0,0.011998949,1
1041508,158.19,77.27,72.44,658391,0,0,0.0,0.011998949,1
1110726,168.7,80.19,74.69,658391,2,0,0.0,0.01230272,1
1146256,174.1,82.58,75.21,658391,1,0,0.0,0.012454605,1
36640,0.13,0.13,0.0,28427333,4328,196,0.002951385,0.145430456,0
197001,0.69,0.69,0.0,28427333,874,74,0.003211698,0.148504962,0
197001,0.69,0.69,0.0,28427333,447,30,0.00331723,0.150077392,0
197001,0.69,0.69,0.0,28427333,206,13,0.003362961,0.150802047,0
381633,1.34,0.69,0.65,28427333,29,2,0.003369996,0.150904061,0
566265,1.99,1.34,0.65,28427333,728,5,0.003387585,0.153464977,0
685440,2.41,1.87,1.7,28427333,704,4,0.003401656,0.155941467,0
742069,2.61,2.07,1.9,28427333,5949,60,0.00361272,0.176868509,0
971426,3.42,2.88,2.7,28427333,9040,247,0.004481602,0.208668889,0
1228391,4.32,3.65,3.48,28427333,4340,92,0.004805234,0.223935886,0
134289,0.68,0.68,0.0,19647681,1606,73,0.005685149,0.170763155,0
296127,1.51,1.51,0.0,19647681,527,31,0.005842929,0.173445406,0
355118,1.81,1.81,0.0,19647681,260,7,0.005878556,0.174768717,0
428407,2.18,1.96,0.22,19647681,1788,41,0.006087232,0.183869028,0
591863,3.01,2.31,0.7,19647681,16221,439,0.008321593,0.266428389,0
883432,4.5,3.48,2.09,19647681,8147,542,0.011080188,0.307893843,0
1047408,5.33,4.1,2.53,19647681,1086,105,0.011614602,0.313421212,0
1238209,6.3,4.96,2.83,19647681,216,19,0.011711306,0.314520579,0
1414261,7.2,5.8,3.06,19647681,120,5,0.011736754,0.315131338,0
1800908,9.17,7.6,3.59,19647681,13159,58,0.012031954,0.382106163,0
1881955,9.58,7.66,3.95,19647681,9400,197,0.013034617,0.429948959,0
1936821,9.86,7.76,4.13,19647681,864,54,0.013309459,0.434346425,0
1948988,9.92,9.92,4.18,19647681,286,11,0.013365445,0.435802067,0
18724,0.06,0.06,0.0,32776195,85793,375,0.003462879,0.917592783,0
707355,2.16,1.49,0.67,32776195,44748,137,0.003880865,1.054118698,0
1464765,4.47,2.76,1.71,32776195,63213,234,0.004594798,1.246981231,0
3042368,9.28,5.94,3.34,32776195,163644,1290,0.008530581,1.746258222,0
8303144,25.33,18.19,7.15,32776195,179622,2374,0.015773643,2.294284007,0
21113891,64.42,43.34,21.08,32776195,361293,3854,0.027532177,3.396587066,0
35546229,108.45,61.77,46.76,32776195,632982,7640,0.050841777,5.327811846,1
44939091,137.11,73.79,63.74,32776195,499441,9671,0.080347948,6.851603733,1
50659741,154.56,78.47,75.68,32776195,225947,2577,0.088210361,7.540966851,1
53665584,163.73,79.03,77.72,32776195,161140,1513,0.092826516,8.032604151,1
57774997,176.27,79.37,78.21,32776195,125304,1062,0.096066673,8.414906001,1
63608076,194.07,79.54,78.45,32776195,112672,491,0.097564711,8.758667685,1
67223114,205.1,82.4,78.57,32776195,571978,771,0.099917028,10.50376958,1
67797494,206.85,82.93,78.6,32776195,724682,2157,0.106498024,12.71477058,1
111415,20.5,20.5,0.0,543620,3952,10,0.011405026,3.640962437,0
237716,43.73,43.73,0.0,543620,4286,5,0.012324786,4.429380817,0
397875,73.19,54.55,18.64,543620,5756,6,0.013428498,5.488208675,0
477916,87.91,57.05,30.86,543620,34561,87,0.029432324,11.84577462,1
507741,93.4,58.31,35.08,543620,9402,50,0.038629925,13.57529156,1
590954,108.71,59.36,49.34,543620,3634,11,0.040653398,14.24377322,1
686956,126.37,70.72,55.65,543620,3680,5,0.041573158,14.92071668,1
731796,134.62,72.17,62.45,543620,3697,5,0.042492918,15.60078731,1
752341,138.39,72.58,65.81,543620,2829,12,0.044700342,16.12118759,1
772056,142.02,72.8,66.97,543620,4012,7,0.045988006,16.85920312,1
790154,145.35,72.99,67.59,543620,4050,12,0.048195431,17.60420882,1
843409,155.15,73.15,68.04,543620,43180,14,0.050770759,25.54725728,1
902028,165.93,73.25,68.26,543620,31312,21,0.054633752,31.30716309,1
906588,166.77,73.26,68.29,543620,6808,1,0.054817704,32.55950848,1
0,0.0,0.0,0.0,20855724,1666,32,0.001846016,0.048149851,0
49903,0.24,0.24,0.0,20855724,3816,99,0.002320706,0.066446986,0
127042,0.61,0.45,0.16,20855724,409,33,0.002478936,0.068408078,0
179634,0.86,0.64,0.22,20855724,159,8,0.002517295,0.069170459,0
196862,0.94,0.7,0.25,20855724,158,7,0.002550858,0.069928045,0
296490,1.42,1.01,0.41,20855724,305,7,0.002584422,0.071390473,0
405053,1.94,1.52,1.11,20855724,330,9,0.002627576,0.072972772,0
585224,2.81,1.55,1.26,20855724,854,15,0.002699499,0.077067571,0
847067,4.06,3.4,1.54,20855724,1361,43,0.002905677,0.083593358,0
1057653,5.07,4.21,1.88,20855724,3574,54,0.003164599,0.10073014,0
1488256,7.14,4.9,3.02,20855724,9044,54,0.003423521,0.144094734,0
1634711,7.84,5.54,3.83,20855724,329,8,0.003461879,0.145672238,0
1735358,8.32,5.88,4.23,20855724,95,5,0.003485854,0.146127749,0
27759,5.38,4.61,0.76,516100,5129,48,0.05173416,3.468901376,0
79624,15.43,9.99,5.43,516100,4579,48,0.061034683,4.356132532,0
197383,38.25,27.67,10.58,516100,6551,77,0.075954272,5.625460182,0
335848,65.07,44.33,20.74,516100,1259,21,0.080023251,5.869405154,1
519994,100.75,61.76,40.78,516100,243,6,0.081185817,5.916489053,1
